text,reconstructed_text,clean_text,label
"@tikaalmira Ini hidup di daerah yang gak terdampak langsung sama bencana… di Takengon, Aceh Tamiang, dll ya lebih parah lagi. Di daerah yang aksesnya gak terlalu terdampak banjir aja begini kondisinya. Udah 3 pekan kena PHP. Udah gila Pemerintahan ini kalau bilang semua terkendali. 2 64 138","@tikaalmira Ini hidup di daerah yang gak terdampak langsung sama bencana… di Takengon, Aceh Tamiang, dll ya lebih parah lagi. Di daerah yang aksesnya gak terlalu terdampak banjir aja begini kondisinya. Udah 3 pekan kena PHP. Udah gila Pemerintahan ini kalau bilang semua terkendali. 2 64 138","hidup daerah enggak terdampak langsung sama bencana takengon, aceh tamiang, dll ya lebih parah lagi. daerah aksesnya enggak terlalu terdampak banjir saja begini kondisinya. sudah pekan kena php. sudah gila pemerintahan kalau bilang semua terkendali. 64 138",0
Sakit banget cuyy ngeliatin anak-anak korban banjir itu Sama rasanya kayak ngeliat anak-anak di palestine Ya Allah harus gmn lagi ini??? 18,Sakit banget cuyy ngeliatin anak-anak korban banjir itu Sama rasanya kayak ngeliat anak-anak di palestine Ya Allah harus gmn lagi ini??? 18,sakit banget cuy melihati anak-anak korban banjir sama rasanya kayak melihat anak-anak palestine ya allah harus bagaimana lagi ini??? 18,0
Akun penggemar YA ALLAH GA TAU LAGI UDAH BANJIR BANHT INI MATAAA Dari ً 17,Akun penggemar YA ALLAH GA TAU LAGI UDAH BANJIR BANHT INI MATAAA Dari ً 17,akun penggemar ya allah tidak tau lagi sudah banjir banht mataaa 17,0
"Akun komentar @volcaholic1 suatu pelajaran yg penting di ajarkan ke anak sekolahan tentu ekologi, kenapa? ya ini..Ulah boomers semua ini, hutan ditebangi, cuaca makin panas, uap air bertambah, curah hujan tinggi, fix banjir udah, wahai pengusaha dan pemerintah tobatlah jangan gunduli hutan lagi.... 2 17 128","Akun komentar @volcaholic1 suatu pelajaran yg penting di ajarkan ke anak sekolahan tentu ekologi, kenapa? ya ini..Ulah boomers semua ini, hutan ditebangi, cuaca makin panas, uap air bertambah, curah hujan tinggi, fix banjir udah, wahai pengusaha dan pemerintah tobatlah jangan gunduli hutan lagi.","akun komentar suatu pelajaran penting ajarkan anak sekolahan tentu ekologi, kenapa? ya ini..ulah boomers semua ini, hutan ditebangi, cuaca makin panas, uap air bertambah, curah hujan tinggi, fix banjir udah, wahai pengusaha pemerintah tobatlah jangan gunduli hutan lagi.",0
Bali banjir lagi ya??? 72,Bali banjir lagi ya??? 72,bali banjir lagi ya??? 72,1
"@KSubktkn Pak kyai,orang yang saben ari komen ngata-ngataiin jawa kemana ya,yg ngakunya orang aceh,semoga beliau terhindar ya dari musibah banjir kemarin Soalnya gak pernah nongol lagi 27","@KSubktkn Pak kyai,orang yang saben ari komen ngata-ngataiin jawa kemana ya,yg ngakunya orang aceh,semoga beliau terhindar ya dari musibah banjir kemarin Soalnya gak pernah nongol lagi 27","pak kyai,orang saben ari komen ngata-ngataiin jawa kemana ya,yg ngakunya orang aceh,semoga beliau terhindar ya musibah banjir kemarin soalnya enggak pernah nongol lagi 27",0
"gue bukannya ga simpati sama kasus perselingkuhan yg lagi santer sekarang (gue cuma tau 3), apalagi pada sampai cerai kan ya. cuma kok terlalu pas timingnya dengan blow upnya banjir sumatra. sekilas pada teralihkan perhatiannya buat ngurusin selangkangan selebriti 45","gue bukannya ga simpati sama kasus perselingkuhan yg lagi santer sekarang (gue cuma tau 3), apalagi pada sampai cerai kan ya. cuma kok terlalu pas timingnya dengan blow upnya banjir sumatra. sekilas pada teralihkan perhatiannya buat ngurusin selangkangan selebriti 45",bukannya tidak simpati sama kasus perselingkuhan lagi santer sekarang cuma tau apalagi sampai cerai kan ya. cuma kok terlalu pas timingnya blow upnya banjir sumatra. sekilas teralihkan perhatiannya buat mengurusi selangkangan selebriti 45,1
"Lu yang mau liburan new year ke Bali pikir ulang deh, skrng musim hujan di Bali yg hujan dikit langsung air naik, apalagi dgn sikap pemerintah disana yg kurang gesit ngatasin hal kayak ginian berulang-ulang Tadi malam udh BANJIR PARAH. Ya Allah Bali ku kena lagi. 3 1 493","Lu yang mau liburan new year ke Bali pikir ulang deh, skrng musim hujan di Bali yg hujan dikit langsung air naik, apalagi dgn sikap pemerintah disana yg kurang gesit ngatasin hal kayak ginian berulang-ulang Tadi malam udh BANJIR PARAH. Ya Allah Bali ku kena lagi. 3 1 493","kamu mau liburan new year bali pikir ulang deh, sekarang musim hujan bali hujan dikit langsung air naik, apalagi sikap pemerintah disana kurang gesit ngatasin hal kayak beginian berulang-ulang tadi malam sudah banjir parah. ya allah bali ku kena lagi. 493",0
BANJIR BANDANG LAGI DI SUMBAR??? YA ALLAH 12,BANJIR BANDANG LAGI DI SUMBAR??? YA ALLAH 12,banjir bandang lagi sumbar??? ya allah 12,0
"yg di aceh kan udah surut ya banjirnya, ini ada banjir lagi di padang? 53","yg di aceh kan udah surut ya banjirnya, ini ada banjir lagi di padang? 53","aceh kan sudah surut ya banjirnya, ada banjir lagi padang? 53",0
"ternyata makin lama negara ini makin carut marut yah, bencana yg udh berlarut2 terjadi bbrp minggu ini blm kunjung membaik, bahkan kabarnya tdi sore ada banjir lg, tapi pemerintah pusat blm ada tanggapan apapun lagi, ya Allah mohon ampun, lindungi kita semua dari mara bahaya 41","ternyata makin lama negara ini makin carut marut yah, bencana yg udh berlarut2 terjadi bbrp minggu ini blm kunjung membaik, bahkan kabarnya tdi sore ada banjir lg, tapi pemerintah pusat blm ada tanggapan apapun lagi, ya Allah mohon ampun, lindungi kita semua dari mara bahaya 41","ternyata makin lama negara makin carut marut yah, bencana sudah berlarut2 terjadi beberapa minggu belum kunjung membaik, bahkan kabarnya tadi sore ada banjir lg, tapi pemerintah pusat belum ada tanggapan apapun lagi, ya allah mohon ampun, lindungi semua mara bahaya 41",0
"dulu waktu beli rumah sebenarnya yg diminta pendapat letaknya dan cocok ga cocok itu aku *ya siapa lagi, terlebih mamakku single parent/mom ya, waktu itu aku masih SMA. kemarin udh kebayang gangku kena banjir besar krn saluran air limpasan hujannya aja emg kayak ga layak. 1 71","dulu waktu beli rumah sebenarnya yg diminta pendapat letaknya dan cocok ga cocok itu aku *ya siapa lagi, terlebih mamakku single parent/mom ya, waktu itu aku masih SMA. kemarin udh kebayang gangku kena banjir besar krn saluran air limpasan hujannya aja emg kayak ga layak. 1 71","dulu waktu beli rumah sebenarnya diminta pendapat letaknya cocok tidak cocok aku ya siapa lagi, terlebih mamakku single parent mom ya, waktu aku masih sma. kemarin sudah terbayang gangku kena banjir besar saluran air limpasan hujannya saja memang kayak tidak layak. 71",0
"@achehsultanate Harusnya rakyat aceh introspeksi diri Knapa dlam 20 tahun ada bencana besar sunami 04 & banjir 25 Kalo harus melawan ya lawanlah itu perusak hutan Jangan diam aja, nanti akan terulang lagi Kalopun merdeka ya nanti akan dirusak investasi asing Selama pemimpinnya korup ya sama aja 1 148","@achehsultanate Harusnya rakyat aceh introspeksi diri Knapa dlam 20 tahun ada bencana besar sunami 04 & banjir 25 Kalo harus melawan ya lawanlah itu perusak hutan Jangan diam aja, nanti akan terulang lagi Kalopun merdeka ya nanti akan dirusak investasi asing Selama pemimpinnya korup ya sama aja 1 148","harusnya rakyat aceh introspeksi diri knapa dalam 20 tahun ada bencana besar sunami 04 banjir 25 kalo harus melawan ya lawanlah perusak hutan jangan diam aja, nanti terulang lagi kalopun merdeka ya nanti dirusak investasi asing selama pemimpinnya korup ya sama saja 148",0
Korban banjir harus sabar ya Presiden lagi sibuk memikirkan bantuan utk memulihkan hutan Negara lain ! 5 15 29 381,Korban banjir harus sabar ya Presiden lagi sibuk memikirkan bantuan utk memulihkan hutan Negara lain ! 5 15 29 381,korban banjir harus sabar ya presiden lagi sibuk memikirkan bantuan memulihkan hutan negara lain 15 29 381,0
"Banjir lagi nih medan. Mudah2an gak parah ya banjirnya. Baru nyampe rumah untungnya motor gak mati di jalan, banjir di lapangan merdeka mayan dalam juga 2 6 10","Banjir lagi nih medan. Mudah2an gak parah ya banjirnya. Baru nyampe rumah untungnya motor gak mati di jalan, banjir di lapangan merdeka mayan dalam juga 2 6 10","banjir lagi nih medan. mudah-mudahan enggak parah ya banjirnya. baru sampai rumah untungnya motor enggak mati jalan, banjir lapangan merdeka lumayan dalam juga 10",1
"#sellmerch #vendormerch Halo, aku Hiro dan aku lagi buka urgent commission karena keluargaku terdampak banjir Sumatera. Untuk itu aku buka commission untuk commercial ya 3 1 487","#sellmerch #vendormerch Halo, aku Hiro dan aku lagi buka urgent commission karena keluargaku terdampak banjir Sumatera. Untuk itu aku buka commission untuk commercial ya 3 1 487","sellmerch vendormerch halo, aku hiro aku lagi buka urgent commission keluargaku terdampak banjir sumatera. aku buka commission commercial ya 487",0
"@tempodotco masyarakat lagi yang disalahin e prabowo tolol,yang bikin Sumatra banjir itu ya karena ulah mentri lu ya babi,kenapa masyarakat yang disalahin,mending lu joget di tengah lumpur dah daripada jadi presiden nggak becus 69","@tempodotco masyarakat lagi yang disalahin e prabowo tolol,yang bikin Sumatra banjir itu ya karena ulah mentri lu ya babi,kenapa masyarakat yang disalahin,mending lu joget di tengah lumpur dah daripada jadi presiden nggak becus 69","masyarakat lagi disalahin prabowo tolol,yang bikin sumatra banjir ya ulah mentri kamu ya babi,kenapa masyarakat disalahin,mending kamu joget tengah lumpur deh daripada jadi presiden tidak becus 69",0
Warga yang kena banjir itu gimana ya mereka memulai hidupnya lagi setelah semua yang mereka punya hilang dalam sekejap 82,Warga yang kena banjir itu gimana ya mereka memulai hidupnya lagi setelah semua yang mereka punya hilang dalam sekejap 82,warga kena banjir bagaimana ya memulai hidupnya lagi setelah semua punya hilang dalam sekejap 82,0
"@muchlis_ar . kog narasinya kompak banget sih, bajer ya? . ada lagi bang 1. gerombolan banjir kayu gelondongan, dibilang gak ada hutan gundul 2. banjir sumatra hanya SEREM dimedsos 3. berapa juta rakyat yang hilang dan MD di kasus banjir kayu Gelondong. . kog pada DIAM. KOCAK LOE pade . 170","@muchlis_ar . kog narasinya kompak banget sih, bajer ya? . ada lagi bang 1. gerombolan banjir kayu gelondongan, dibilang gak ada hutan gundul 2. banjir sumatra hanya SEREM dimedsos 3. berapa juta rakyat yang hilang dan MD di kasus banjir kayu Gelondong. . kog pada DIAM. KOCAK LOE pade . 170","kok narasinya kompak banget sih, bajer ya? ada lagi bang 1. gerombolan banjir kayu gelondongan, dibilang enggak ada hutan gundul 2. banjir sumatra hanya seram dimedsos 3. berapa juta rakyat hilang md kasus banjir kayu gelondong. kok diam. kocak lo pade 170",0
"@zha_Erza BTW, 10% dari commiss sudah aku sumbangkan untuk bantu tentanggaku (nenek-nenek kurang mampu) yang juga terkena banjir ya, Guys. Alhamdulillah kami sudah baik-baik saja, doakan agar kita semua tidak kebanjiran lagi, ya. 1 101","@zha_Erza BTW, 10% dari commiss sudah aku sumbangkan untuk bantu tentanggaku (nenek-nenek kurang mampu) yang juga terkena banjir ya, Guys. Alhamdulillah kami sudah baik-baik saja, doakan agar kita semua tidak kebanjiran lagi, ya. 1 101","btw, 10 commiss sudah aku sumbangkan bantu tentanggaku nenek-nenek kurang mampu juga terkena banjir ya, guys. alhamdulillah sudah baik-baik saja, doakan agar semua tidak kebanjiran lagi, ya. 101",0
@aniesbaswedan dan @humaniesproject Halo gaiss! Aku sama temenku lagi bikin open commission buat korban banjir di Sumatera. Yang mau ilustrasi sambil donasi bisa DM ya gaiss. Ijin numpang ya pakkk @aniesbaswedan 149,@aniesbaswedan dan @humaniesproject Halo gaiss! Aku sama temenku lagi bikin open commission buat korban banjir di Sumatera. Yang mau ilustrasi sambil donasi bisa DM ya gaiss. Ijin numpang ya pakkk @aniesbaswedan 149,halo gaiss! aku sama temenku lagi bikin open commission buat korban banjir sumatera. mau ilustrasi sambil donasi bisa dm ya gaiss. ijin numpang ya pakkk 149,0
"Sabar kalian ya, Presiden kalian @prabowo lagi jalan-jalan dulu keluar negeri, biasa...cari angin. Sudah tua soalnya, jalan kali ke lokasi2 banjir capek, berpikir kali gak sanggup. Utk sekarang ini kita cukup ngadunya ke Tuhan. 1 64","Sabar kalian ya, Presiden kalian @prabowo lagi jalan-jalan dulu keluar negeri, biasa...cari angin. Sudah tua soalnya, jalan kali ke lokasi2 banjir capek, berpikir kali gak sanggup. Utk sekarang ini kita cukup ngadunya ke Tuhan. 1 64","sabar kalian ya, presiden kalian lagi jalan-jalan dulu keluar negeri, biasa...cari angin. sudah tua soalnya, jalan kali lokasi2 banjir capek, berpikir kali enggak sanggup. sekarang cukup ngadunya tuhan. 64",0
"Pening kali palaku belum kelar liat duka banjir sumatera, ada lagi berita kebakaran, berita mobil mbg nabrak anak sd... ditambah komenan buzzer tiktod yg makin sinting. Ya Allah segera turunkan azab bagi presiden, menteri2, pejabat, dan semua buzzer di indo aamiin 1 641","Pening kali palaku belum kelar liat duka banjir sumatera, ada lagi berita kebakaran, berita mobil mbg nabrak anak sd... ditambah komenan buzzer tiktod yg makin sinting. Ya Allah segera turunkan azab bagi presiden, menteri2, pejabat, dan semua buzzer di indo aamiin 1 641","pening kali palaku belum kelar lihat duka banjir sumatera, ada lagi berita kebakaran, berita mobil mbak nabrak anak sd... ditambah komentar buzzer tiktod makin sinting. ya allah segera turunkan azab bagi presiden, menteri2, pejabat, semua buzzer indonesia amin 641",0
@Dharma_tc dan @ganjarpranowo Di Sibolga kemarin juga ada banjir susulan.. Berilah saudara2 kami kekuatan & ketabahan ya Tuhan... Smg tdk ada korban jiwa lagi.. 1 2 4 52,@Dharma_tc dan @ganjarpranowo Di Sibolga kemarin juga ada banjir susulan.. Berilah saudara2 kami kekuatan & ketabahan ya Tuhan... Smg tdk ada korban jiwa lagi.. 1 2 4 52,sibolga kemarin juga ada banjir susulan.. berilah saudara2 kekuatan ketabahan ya tuhan... semoga tidak ada korban jiwa lagi.. 52,2
apa lagi ya omongan pejabat terkait banjir sumatera yg keliatan kesalahan berpikirnya hmzzz 34,apa lagi ya omongan pejabat terkait banjir sumatera yg keliatan kesalahan berpikirnya hmzzz 34,apa lagi ya omongan pejabat terkait banjir sumatera kelihatan kesalahan berpikirnya hmzzz 34,0
"Nangisin korban banjir Sumatera belom kelar, terus nangisin korban kebakaran gedung Terra Drone, terus ada berita lagi mobil MBG nabrak anak2 SD. Ya Allah 3","Nangisin korban banjir Sumatera belom kelar, terus nangisin korban kebakaran gedung Terra Drone, terus ada berita lagi mobil MBG nabrak anak2 SD. Ya Allah 3","nangisin korban banjir sumatera belum kelar, terus nangisin korban kebakaran gedung terra drone, terus ada berita lagi mobil mbak nabrak anak-anak sd. ya allah",0
"@termul_ dan @kawan_jokowi Ya, begitulah ketololan mereka Relawan dan buzer mulyono Begitu banjir bandang , bencana yg makan korban banyak Mereka jd,diam , bisu, lumpuh tidak berbuat apa -apa Giliran JIS banjir sedengkol bebek, seolah-olah bencana nasional Jd kegoblokan mn lagi yg kau dustakan. 35","@termul_ dan @kawan_jokowi Ya, begitulah ketololan mereka Relawan dan buzer mulyono Begitu banjir bandang , bencana yg makan korban banyak Mereka jd,diam , bisu, lumpuh tidak berbuat apa -apa Giliran JIS banjir sedengkol bebek, seolah-olah bencana nasional Jd kegoblokan mn lagi yg kau dustakan. 35","ya, begitulah ketololan relawan buzer mulyono begitu banjir bandang bencana makan korban banyak jd,diam bisu, lumpuh tidak berbuat apa -apa giliran jis banjir sedengkol bebek, seolah-olah bencana nasional jadi kegoblokan mana lagi kau dustakan. 35",0
"@tanyakanrl Mw dingin tapi utk sementara gpp panas Ya Allah Klo sini klo hujan banjir bandang yg ada Akses jalan amblas, jembatan putus rnh hanyut skrg tidur aja nggak tenang Mana rmh dkt sungai lagi 89","@tanyakanrl Mw dingin tapi utk sementara gpp panas Ya Allah Klo sini klo hujan banjir bandang yg ada Akses jalan amblas, jembatan putus rnh hanyut skrg tidur aja nggak tenang Mana rmh dkt sungai lagi 89","mau dingin tapi sementara enggak apa-apa panas ya allah kalo sini kalo hujan banjir bandang ada akses jalan amblas, jembatan putus rnh hanyut sekarang tidur saja tidak tenang mana rumah dkt sungai lagi 89",0
Garoga banjir lagi. Semoga segera surut airnya ya ALLAH Dari Aida Greenbury 4 35 61,Garoga banjir lagi. Semoga segera surut airnya ya ALLAH Dari Aida Greenbury 4 35 61,garoga banjir lagi. semoga segera surut airnya ya allah aida greenbury 35 61,0
"Selesai shalat zuhur berjamaah td ikut menshalatkan jenazah korban banjir yang tidak dpt diidentifikasi lagi, sedihh bgt ya allahhh 28","Selesai shalat zuhur berjamaah td ikut menshalatkan jenazah korban banjir yang tidak dpt diidentifikasi lagi, sedihh bgt ya allahhh 28","selesai shalat zuhur berjamaah tadi ikut menshalatkan jenazah korban banjir tidak dapat diidentifikasi lagi, sedih banget ya allahhh 28",0
"tiap hujan selalu was was takut banjir lagi, ya Allah semoga ga banjir lagi, masih banyak yang belum selesai bebersih nya ya Allah, masih banyak yang masih di posko dan belum dapat bantuan, mohon ya Allah semoga hujan kali ini tidak mempersulit keadaan mereka :( 32","tiap hujan selalu was was takut banjir lagi, ya Allah semoga ga banjir lagi, masih banyak yang belum selesai bebersih nya ya Allah, masih banyak yang masih di posko dan belum dapat bantuan, mohon ya Allah semoga hujan kali ini tidak mempersulit keadaan mereka :( 32","tiap hujan selalu was was takut banjir lagi, ya allah semoga tidak banjir lagi, masih banyak belum selesai bebersih ya allah, masih banyak masih posko belum dapat bantuan, mohon ya allah semoga hujan kali tidak mempersulit keadaan 32",0
"ih lagi lagi capek banget bacain berita kondisi indonesia, muak banget Udah dikasih peringatan sama Allah lho ini tuh banjir dan longsor kemaren Ko' ya gak ada mikirnya pemerintah tuh buat sebentar aja gak nyusahin rakyat Ya Allah, gimana nasib anak cucuku 30","ih lagi lagi capek banget bacain berita kondisi indonesia, muak banget Udah dikasih peringatan sama Allah lho ini tuh banjir dan longsor kemaren Ko' ya gak ada mikirnya pemerintah tuh buat sebentar aja gak nyusahin rakyat Ya Allah, gimana nasib anak cucuku 30","ih lagi lagi capek banget bacain berita kondisi indonesia, muak banget sudah dikasih peringatan sama allah lho tuh banjir longsor kemarin kok ya enggak ada mikirnya pemerintah tuh buat sebentar saja enggak menyusahkan rakyat ya allah, bagaimana nasib anak cucuku 30",0
"@puzzwles Skrg pengalihan isu bukan kasus artis lagi ya tapi kasus korupsi, ini mau ngalihin isu pembalakan hutan di Sumatra penyebab banjir kan? Abis dibongkar korupsinya, koruptornya ga diapa2in, yeuh sama aja najis","@puzzwles Skrg pengalihan isu bukan kasus artis lagi ya tapi kasus korupsi, ini mau ngalihin isu pembalakan hutan di Sumatra penyebab banjir kan? Abis dibongkar korupsinya, koruptornya ga diapa2in, yeuh sama aja najis","sekarang pengalihan isu bukan kasus artis lagi ya tapi kasus korupsi, mau ngalihin isu pembalakan hutan sumatra penyebab banjir kan? habis dibongkar korupsinya, koruptornya tidak diapa2in, ya sama saja najis",0
"Bentar lagi Ramadhan, tapi saudara-saudara kita di Sumatera lagi kena musibah berat. Gimana ya nanti mereka jalani Ramadhannya di tengah masa-masa sulit ini? Semoga Ramadhan tahun ini bukan cuma tentang menahan diri, tapi juga tentang kemanusiaan. Mari peduli bencana banjir 2 3 143","Bentar lagi Ramadhan, tapi saudara-saudara kita di Sumatera lagi kena musibah berat. Gimana ya nanti mereka jalani Ramadhannya di tengah masa-masa sulit ini? Semoga Ramadhan tahun ini bukan cuma tentang menahan diri, tapi juga tentang kemanusiaan. Mari peduli bencana banjir 2 3 143","bentar lagi ramadhan, tapi saudara-saudara sumatera lagi kena musibah berat. bagaimana ya nanti jalani ramadhannya tengah masa-masa sulit ini? semoga ramadhan tahun bukan cuma tentang menahan diri, tapi juga tentang kemanusiaan. mari peduli bencana banjir 143",2
@tempodotco Anggota DPR @DPR_RI @Gerindra adalah representatif rakyat. Yang harus dikritisi ya kebijakan pemerintah alias rezim @prabowo .. bukannya head to head dengan rakyatnya soal bantu banjir ...coba min @Gerindra nih anggotanya ditatar lagi.. kalo ngga jeblok nanti 2029 di senayan 2 297,@tempodotco Anggota DPR @DPR_RI @Gerindra adalah representatif rakyat. Yang harus dikritisi ya kebijakan pemerintah alias rezim @prabowo .. bukannya head to head dengan rakyatnya soal bantu banjir ...coba min @Gerindra nih anggotanya ditatar lagi.. kalo ngga jeblok nanti 2029 di senayan 2 297,anggota dpr representatif rakyat. harus dikritisi ya kebijakan pemerintah alias rezim .. bukannya head tapi head rakyatnya soal bantu banjir ...coba min nih anggotanya ditatar lagi.. kalo tidak jeblok nanti 2029 senayan 297,0
"@zha_Erza Ya Allah, aku gak bisa bayangin butuh berapa lama buat bersih2 setelah kena lumpur kaya gitu.. semoga kamu & sekeluarga sehat selalu, dan semoga tidak ada banjir susulan lagi, aamiin 1 1 25","@zha_Erza Ya Allah, aku gak bisa bayangin butuh berapa lama buat bersih2 setelah kena lumpur kaya gitu.. semoga kamu & sekeluarga sehat selalu, dan semoga tidak ada banjir susulan lagi, aamiin 1 1 25","ya allah, aku enggak bisa bayangkan butuh berapa lama buat bersih2 setelah kena lumpur kayak gitu.. semoga kamu sekeluarga sehat selalu, semoga tidak ada banjir susulan lagi, amin 25",2
"@mycutepiec semangat Harry, kali ini gw serahkan semuanya ke lo. soalnya gw jga lagi stres sama kondisi tempat tinggal gw yg banjir ouh y btw klu ad yg mau donasi buat korban banjir di Sumatra Barat boleh dm ya, kebetulan gw tinggal di Sumbar dan mau terjun kelapangan nanti ngasih sembako 1 1 6 882","@mycutepiec semangat Harry, kali ini gw serahkan semuanya ke lo. soalnya gw jga lagi stres sama kondisi tempat tinggal gw yg banjir ouh y btw klu ad yg mau donasi buat korban banjir di Sumatra Barat boleh dm ya, kebetulan gw tinggal di Sumbar dan mau terjun kelapangan nanti ngasih sembako 1 1 6 882","semangat harry, kali serahkan semuanya lo. soalnya juga lagi stres sama kondisi tempat tinggal banjir ouh ya btw kalau ada mau donasi buat korban banjir sumatra barat boleh dm ya, kebetulan tinggal sumbar mau terjun kelapangan nanti mengasih sembako 882",0
"@Zeefire02 padahal dia bener warga sana tiap hari ngambilin air dari tanah, ya makin tambah tahun makin ambles, jaman dia dikasih solusi sumur resapan biar air balik lagi ke tanah pas banjir malah ditutupi dan di full aspal, ditambah banjirnya dibuangin terus kelaut ya udah makin tinggi air 5 533","@Zeefire02 padahal dia bener warga sana tiap hari ngambilin air dari tanah, ya makin tambah tahun makin ambles, jaman dia dikasih solusi sumur resapan biar air balik lagi ke tanah pas banjir malah ditutupi dan di full aspal, ditambah banjirnya dibuangin terus kelaut ya udah makin tinggi air 5 533","padahal benar warga sana tiap hari ngambilin air tanah, ya makin tambah tahun makin ambles, jaman dikasih solusi sumur resapan biar air balik lagi tanah pas banjir malah ditutupi full aspal, ditambah banjirnya dibuangin terus kelaut ya sudah makin tinggi air 533",0
"Gila ya gajah nya kasian bgt udh lah rumahnya di babat abis, skrng disuruh bersihin gelondongan kayu bekas banjir lagi... INI SRIUS BOLEH??? 13","Gila ya gajah nya kasian bgt udh lah rumahnya di babat abis, skrng disuruh bersihin gelondongan kayu bekas banjir lagi... INI SRIUS BOLEH??? 13","gila ya gajah kasihan banget sudah lah rumahnya babat abis, sekarang disuruh bersihin gelondongan kayu bekas banjir lagi... srius boleh??? 13",0
"@sharpandshark Kalo kerja PSI dulu selalu menggonggong in Anies jika Jakarta kebanjiran kalo banjir Sumatera cukup BNPB doang Ya sudah ditarik saja semua elemen yg lagi bahu membahu mengatasi banjir Sumatera cukup BNPB saja yg kerja, begitukah Sandi @psi_id ? 44","@sharpandshark Kalo kerja PSI dulu selalu menggonggong in Anies jika Jakarta kebanjiran kalo banjir Sumatera cukup BNPB doang Ya sudah ditarik saja semua elemen yg lagi bahu membahu mengatasi banjir Sumatera cukup BNPB saja yg kerja, begitukah Sandi @psi_id ? 44","kalo kerja psi dulu selalu menggonggong anies jika jakarta kebanjiran kalo banjir sumatera cukup bnpb doang ya sudah ditarik saja semua elemen lagi bahu membahu mengatasi banjir sumatera cukup bnpb saja kerja, begitukah sandi 44",0
"Liat Sumatera yg banjir lagi kira"" bakal layak huni nggak ya kalo hujan beberapa jam langsung banjir lagi. Padahal ini masih belum puncak hujan tahunan 103","Liat Sumatera yg banjir lagi kira"" bakal layak huni nggak ya kalo hujan beberapa jam langsung banjir lagi. Padahal ini masih belum puncak hujan tahunan 103",lihat sumatera banjir lagi kira bakal layak huni tidak ya kalo hujan beberapa jam langsung banjir lagi. padahal masih belum puncak hujan tahunan 103,1
"@terkaramelisasi Itu juga tiap kemarau harus gali lagi, karena airnya abis. Padahal di kaki gunung. Tapi karena gunungnya itu sendiri udah jadi perumahan, jadi ya… begitu. Di sisi lain, curah hujan yang tinggi dan gak ketampung malah jadi masalah karena gak ada daerah resapan, akhirnya banjir 36","@terkaramelisasi Itu juga tiap kemarau harus gali lagi, karena airnya abis. Padahal di kaki gunung. Tapi karena gunungnya itu sendiri udah jadi perumahan, jadi ya… begitu. Di sisi lain, curah hujan yang tinggi dan gak ketampung malah jadi masalah karena gak ada daerah resapan, akhirnya banjir 36","juga tiap kemarau harus gali lagi, airnya abis. padahal kaki gunung. tapi gunungnya sendiri sudah jadi perumahan, jadi ya begitu. sisi lain, curah hujan tinggi enggak ketampung malah jadi masalah enggak ada daerah resapan, akhirnya banjir 36",1
"Hujan terus-menerus suamiku gak bisa kerja karna banjir, soalnya kerjanya di air jadi kalau banjir gini gak bisa kerja Mana uang di tangan tinggal 20k lagi Ya Allah semoga ada rezeki yang tak terduga-duga aamiin allahumma aamiin 19","Hujan terus-menerus suamiku gak bisa kerja karna banjir, soalnya kerjanya di air jadi kalau banjir gini gak bisa kerja Mana uang di tangan tinggal 20k lagi Ya Allah semoga ada rezeki yang tak terduga-duga aamiin allahumma aamiin 19","hujan terus-menerus suamiku enggak bisa kerja banjir, soalnya kerjanya air jadi kalau banjir begini enggak bisa kerja mana uang tangan tinggal 20k lagi ya allah semoga ada rezeki tidak terduga-duga amin allahumma amin 19",0
"Akun parodi Mas Kaesang mengunjungi warga Aceh Tamiang yang terdampak banjir, menyapa satu per satu dengan ramah dan penuh kepedulian. Tapi kok jadi salfok ya… masker, topi, kacamata hitam komplit paket anti-spotlight. Kayaknya Mas lagi ingin fokus bantu warga tanpa bikin heboh—lebih 16 35","Akun parodi Mas Kaesang mengunjungi warga Aceh Tamiang yang terdampak banjir, menyapa satu per satu dengan ramah dan penuh kepedulian. Tapi kok jadi salfok ya… masker, topi, kacamata hitam komplit paket anti-spotlight. Kayaknya Mas lagi ingin fokus bantu warga tanpa bikin heboh—lebih 16 35","akun parodi mas kaesang mengunjungi warga aceh tamiang terdampak banjir, menyapa satu per satu ramah penuh kepedulian. tapi kok jadi salah fokus ya masker, topi, kacamata hitam komplit paket anti-spotlight. kayaknya mas lagi ingin fokus bantu warga tanpa bikin heboh lebih 16 35",2
"“Saya lagi ibadah dulu ya, banjir urusan nanti.” Pak Prabowo: “Ibadah lo selesai, jabatan lo juga selesai.” Copot langsung! Bupati umroh gratis, pulang dapat PHK gratis. Rugi banget! 27","“Saya lagi ibadah dulu ya, banjir urusan nanti.” Pak Prabowo: “Ibadah lo selesai, jabatan lo juga selesai.” Copot langsung! Bupati umroh gratis, pulang dapat PHK gratis. Rugi banget! 27","lagi ibadah dulu ya, banjir urusan nanti. pak prabowo ibadah kamu selesai, jabatan kamu juga selesai. copot langsung! bupati umroh gratis, pulang dapat phk gratis. rugi banget! 27",0
