text,clean_text,created_at,keyword,processed_text,sentimen,label,emoticon,is_truncated,clean_text_step1,processed_text_v2,clean_regex,text_clean
"@achehsultanate Harusnya rakyat aceh introspeksi diri Knapa dlam 20 tahun ada bencana besar sunami 04 & banjir 25 Kalo harus melawan ya lawanlah itu perusak hutan Jangan diam aja, nanti akan terulang lagi Kalopun merdeka ya nanti akan dirusak investasi asing Selama pemimpinnya korup ya sama aja 1 148",membalas harusnya rakyat aceh introspeksi diri knapa dlam tahun ada bencana besar sunami banjir kalo harus melawan ya lawanlah itu perusak hutan jangan diam aja nanti akan terulang lagi kalopun merdeka ya nanti akan dirusak investasi asing selama pemimpinnya korup ya sama aja,2025-12-13,banjir lagi ya,balas harus rakyat aceh introspeksi diri knapa dlam tahun bencana besar sunam banjir kalo lawan lawan usak hutan jangan diam ulang kalo merdeka rusak investasi asing lama pimpin korup sama,negatif,0,,False,"Harusnya rakyat aceh introspeksi diri Knapa dlam 20 tahun ada bencana besar sunami 04 & banjir 25 Kalo harus melawan ya lawanlah itu perusak hutan Jangan diam aja, nanti akan terulang lagi Kalopun merdeka ya nanti akan dirusak investasi asing Selama pemimpinnya korup ya sama aja 1 148","Harusnya rakyat aceh introspeksi diri Knapa dalam tahun ada bencana besar sunami & banjir Kalo harus melawan ya lawanlah itu perusak hutan Jangan diam aja, nanti akan terulang lagi Kalopun merdeka ya nanti akan dirusak investasi asing Selama pemimpinnya korup ya sama saja","Harusnya rakyat aceh introspeksi diri Knapa dlam tahun ada bencana besar sunami & banjir Kalo harus melawan ya lawanlah itu perusak hutan Jangan diam aja, nanti akan terulang lagi Kalopun merdeka ya nanti akan dirusak investasi asing Selama pemimpinnya korup ya sama aja","Harusnya rakyat aceh introspeksi diri Knapa dalam tahun ada bencana besar sunami & banjir Kalo harus melawan ya lawanlah itu perusak hutan Jangan diam aja, nanti akan terulang lagi Kalopun merdeka ya nanti akan dirusak investasi asing Selama pemimpinnya korup ya sama saja"
"@kompascom Kepala BNPB: bencana hanya rame di medsos Bahlil: Listrik Aceh sudah 97% nyala Zulhas: Pencitraan panggul beras Mensos: Donasi harus izin Menlu: Kita tidak butuh bantuan Asing Bupati Aceh Selatan: Umroh Presiden: Kelapa Sawit juga pohon, ada daunnya #IndonesiaEmas2045 84",membalas kepala bnpb bencana hanya rame di medsos bahlil listrik aceh sudah nyala zulhas pencitraan panggul beras mensos donasi harus izin menlu kita tidak butuh bantuan asing bupati aceh selatan umroh presiden kelapa sawit juga pohon ada daunnya indonesiaemas,2025-12-09,BNPB,balas kepala bnpb bencana rame medsos bahlil listrik aceh nyala zulhas citra panggul beras mensos donasi izin menlu butuh bantu asing bupati aceh selatan umroh presiden kelapa sawit pohon daun indonesiaemas,negatif,0,,False,"Kepala BNPB: bencana hanya rame di medsos Bahlil: Listrik Aceh sudah 97% nyala Zulhas: Pencitraan panggul beras Mensos: Donasi harus izin Menlu: Kita tidak butuh bantuan Asing Bupati Aceh Selatan: Umroh Presiden: Kelapa Sawit juga pohon, ada daunnya IndonesiaEmas2045 84","Kepala BNPB: bencana hanya rame di medsos Bahlil: Listrik Aceh sudah % nyala Zulhas: Pencitraan panggul beras Mensos: Donasi harus izin Menlu: Kita tidak butuh bantuan Asing Bupati Aceh Selatan: Umroh Presiden: Kelapa Sawit juga pohon, ada daunnya IndonesiaEmas2045","Kepala BNPB: bencana hanya rame di medsos Bahlil: Listrik Aceh sudah % nyala Zulhas: Pencitraan panggul beras Mensos: Donasi harus izin Menlu: Kita tidak butuh bantuan Asing Bupati Aceh Selatan: Umroh Presiden: Kelapa Sawit juga pohon, ada daunnya IndonesiaEmas2045","Kepala BNPB: bencana hanya rame di medsos Bahlil: Listrik Aceh sudah % nyala Zulhas: Pencitraan panggul beras Mensos: Donasi harus izin Menlu: Kita tidak butuh bantuan Asing Bupati Aceh Selatan: Umroh Presiden: Kelapa Sawit juga pohon, ada daunnya IndonesiaEmas2045"
"Akun komentar Tetap Waspada Hujan deras yang mengguyur Kota Sibolga, Sumatra Utara, kembali memicu bencana banjir pada Rabu sore (10/12/2025). Banjir susulan ini merendam sejumlah rumah warga dengan ketinggian air mencapai 2 meter. Dari METRO TV 1 137",akun komentar tetap waspada hujan deras yang mengguyur kota sibolga sumatra utara kembali memicu bencana banjir pada rabu sore banjir susulan ini merendam sejumlah rumah warga dengan ketinggian air mencapai meter dari metro tv,2025-12-10,Banjir Sumatra 2025,akun komentar tetap waspada hujan deras guyur kota sibolga sumatra utara picu bencana banjir rabu sore banjir susul rendam jumlah rumah warga tinggi air capai meter metro tv,netral,1,,False,"Akun komentar Tetap Waspada Hujan deras yang mengguyur Kota Sibolga, Sumatra Utara, kembali memicu bencana banjir pada Rabu sore (10/12/2025). Banjir susulan ini merendam sejumlah rumah warga dengan ketinggian air mencapai 2 meter. Dari METRO TV 1 137","Akun komentar Tetap Waspada Hujan deras yang mengguyur Kota Sibolga, Sumatra Utara, kembali memicu bencana banjir pada Rabu sore (//). Banjir susulan ini merendam sejumlah rumah warga dengan ketinggian air mencapai meter. Dari METRO TV","Akun komentar Tetap Waspada Hujan deras yang mengguyur Kota Sibolga, Sumatra Utara, kembali memicu bencana banjir pada Rabu sore (//). Banjir susulan ini merendam sejumlah rumah warga dengan ketinggian air mencapai meter. Dari METRO TV","Akun komentar Tetap Waspada Hujan deras yang mengguyur Kota Sibolga, Sumatra Utara, kembali memicu bencana banjir pada Rabu sore (//). Banjir susulan ini merendam sejumlah rumah warga dengan ketinggian air mencapai meter. Dari METRO TV"
@annamiannaa Tolong bantu sampau bencana iji jadi bencana nasional. Kamu disini sampai ada yabg ketakutan melihat mendung atau awan gelap. #PrayForSumatera 1 52,membalas tolong bantu sampau bencana iji jadi bencana nasional kamu disini sampai ada yabg ketakutan melihat mendung atau awan gelap prayforsumatera,2025-11-29,#PrayForSumatera,balas bantu sampau bencana iji jadi bencana nasional kamu sini yabg takut lihat mendung awan gelap prayforsumatera,positif,2,,False,Tolong bantu sampau bencana iji jadi bencana nasional. Kamu disini sampai ada yabg ketakutan melihat mendung atau awan gelap. PrayForSumatera 1 52,Tolong bantu sampau bencana iji jadi bencana nasional. Kamu disini sampai ada yabg ketakutan melihat mendung atau awan gelap. PrayForSumatera,Tolong bantu sampau bencana iji jadi bencana nasional. Kamu disini sampai ada yabg ketakutan melihat mendung atau awan gelap. PrayForSumatera,Tolong bantu sampau bencana iji jadi bencana nasional. Kamu disini sampai ada yabg ketakutan melihat mendung atau awan gelap. PrayForSumatera
Pemerintah Siapkan Skema Bantuan Korban Banjir di Aceh. Pemerintah Sigap untuk Aceh Sumatra. 15,pemerintah siapkan skema bantuan korban banjir di aceh pemerintah sigap untuk aceh sumatra,2026-01-10,banjir Aceh,perintah siap skema bantu korban banjir aceh perintah sigap aceh sumatra,positif,2,,False,Pemerintah Siapkan Skema Bantuan Korban Banjir di Aceh. Pemerintah Sigap untuk Aceh Sumatra. 15,Pemerintah Siapkan Skema Bantuan Korban Banjir di Aceh. Pemerintah Sigap untuk Aceh Sumatra.,Pemerintah Siapkan Skema Bantuan Korban Banjir di Aceh. Pemerintah Sigap untuk Aceh Sumatra.,Pemerintah Siapkan Skema Bantuan Korban Banjir di Aceh. Pemerintah Sigap untuk Aceh Sumatra.
"@Wage_Esuk Selain evakuasi, pemerintah juga bergerak cepat dalam penyediaan fasilitas kesehatan dan penanganan darurat bagi korban banjir di tiga provinsi. Perhatian serius dari pemerintah melalui #PrabowoPeduliSumatera 1 5",membalas selain evakuasi pemerintah juga bergerak cepat dalam penyediaan fasilitas kesehatan dan penanganan darurat bagi korban banjir di tiga provinsi perhatian serius dari pemerintah melalui prabowopedulisumatera,2025-12-02,evakuasi banjir,balas evakuasi perintah gerak cepat sedia fasilitas sehat tangan darurat korban banjir tiga provinsi perhati serius perintah lalu prabowopedulisumatera,negatif,0,,False,"Selain evakuasi, pemerintah juga bergerak cepat dalam penyediaan fasilitas kesehatan dan penanganan darurat bagi korban banjir di tiga provinsi. Perhatian serius dari pemerintah melalui PrabowoPeduliSumatera 1 5","Selain evakuasi, pemerintah juga bergerak cepat dalam penyediaan fasilitas kesehatan dan penanganan darurat bagi korban banjir di tiga provinsi. Perhatian serius dari pemerintah melalui PrabowoPeduliSumatera","Selain evakuasi, pemerintah juga bergerak cepat dalam penyediaan fasilitas kesehatan dan penanganan darurat bagi korban banjir di tiga provinsi. Perhatian serius dari pemerintah melalui PrabowoPeduliSumatera","Selain evakuasi, pemerintah juga bergerak cepat dalam penyediaan fasilitas kesehatan dan penanganan darurat bagi korban banjir di tiga provinsi. Perhatian serius dari pemerintah melalui PrabowoPeduliSumatera"
"Kawasan aliran Sungai Wih Gile, Kecamatan Timang Gajah, Bener Meriah, Aceh kembali diterjang banjir bandang membawa gelondongan kayu. Namun, banjir itu kini sudah surut dan gelondongan kayu sudah dibersihkan. #BanjirBandang #BanjirAceh #BenerMeriah #AcehTengah #BencanaAlam 49",kawasan aliran sungai wih gile kecamatan timang gajah bener meriah aceh kembali diterjang banjir bandang membawa gelondongan kayu namun banjir itu kini sudah surut dan gelondongan kayu sudah dibersihkan banjirbandang banjiraceh benermeriah acehtengah bencanaalam,2026-01-09,banjir Aceh,kawasan alir sungai wih gile camat timang gajah bener riah aceh terjang banjir bandang bawa gelondong kayu banjir kini surut gelondong kayu bersih banjirbandang banjiraceh benermeriah acehtengah bencanaalam,netral,1,,False,"Kawasan aliran Sungai Wih Gile, Kecamatan Timang Gajah, Bener Meriah, Aceh kembali diterjang banjir bandang membawa gelondongan kayu. Namun, banjir itu kini sudah surut dan gelondongan kayu sudah dibersihkan. BanjirBandang BanjirAceh BenerMeriah AcehTengah BencanaAlam 49","Kawasan aliran Sungai Wih Gile, Kecamatan Timang Gajah, benar Meriah, Aceh kembali diterjang banjir bandang membawa gelondongan kayu. Namun, banjir itu kini sudah surut dan gelondongan kayu sudah dibersihkan. BanjirBandang BanjirAceh BenerMeriah AcehTengah BencanaAlam","Kawasan aliran Sungai Wih Gile, Kecamatan Timang Gajah, Bener Meriah, Aceh kembali diterjang banjir bandang membawa gelondongan kayu. Namun, banjir itu kini sudah surut dan gelondongan kayu sudah dibersihkan. BanjirBandang BanjirAceh BenerMeriah AcehTengah BencanaAlam","Kawasan aliran Sungai Wih Gile, Kecamatan Timang Gajah, benar Meriah, Aceh kembali diterjang banjir bandang membawa gelondongan kayu. Namun, banjir itu kini sudah surut dan gelondongan kayu sudah dibersihkan. BanjirBandang BanjirAceh BenerMeriah AcehTengah BencanaAlam"
"Bencana banjir Sumatra bkn masalah sepele, lbh parah dr Tsunami Desember 2004 sangat layak dijadikan Bencaba Nadional. Prabowo & Gibran tak mampu atasi masalah ini terlaku lemah krn ngikutin para Pengusaga dan pejabat rakus. #PrabowoDanGibranTurunlah #PrabowoDanGibranTurunlah 3 6 7 178",bencana banjir sumatra bkn masalah sepele lbh parah dr tsunami desember sangat layak dijadikan bencaba nadional prabowo gibran tak mampu atasi masalah ini terlaku lemah krn ngikutin para pengusaga dan pejabat rakus prabowodangibranturunlah prabowodangibranturunlah,2025-12-19,banjir parah,bencana banjir sumatra bkn masalah sepele lbh parah tsunami desember sangat layak jadi bencaba nadional prabowo gibran tak mampu atas masalah laku lemah krn ngikutin pengusaga jabat rakus prabowodangibranturunlah prabowodangibranturunlah,negatif,0,,False,"Bencana banjir Sumatra bkn masalah sepele, lbh parah dr Tsunami Desember 2004 sangat layak dijadikan Bencaba Nadional. Prabowo & Gibran tak mampu atasi masalah ini terlaku lemah krn ngikutin para Pengusaga dan pejabat rakus. PrabowoDanGibranTurunlah PrabowoDanGibranTurunlah 3 6 7 178","Bencana banjir Sumatra bukan masalah sepele, lebih parah dari Tsunami Desember sangat layak dijadikan Bencaba Nadional. Prabowo & Gibran tak mampu atasi masalah ini terlaku lemah karena mengikuti para Pengusaga dan pejabat rakus. PrabowoDanGibranTurunlah PrabowoDanGibranTurunlah","Bencana banjir Sumatra bkn masalah sepele, lbh parah dr Tsunami Desember sangat layak dijadikan Bencaba Nadional. Prabowo & Gibran tak mampu atasi masalah ini terlaku lemah krn ngikutin para Pengusaga dan pejabat rakus. PrabowoDanGibranTurunlah PrabowoDanGibranTurunlah","Bencana banjir Sumatra bukan masalah sepele, lebih parah dari Tsunami Desember sangat layak dijadikan Bencaba Nadional. Prabowo & Gibran tak mampu atasi masalah ini terlaku lemah karena mengikuti para Pengusaga dan pejabat rakus. PrabowoDanGibranTurunlah PrabowoDanGibranTurunlah"
"Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh. antaranews. Aceh minta pusat bantu cepat evakuasi warga terisolir hingga logistik Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh, ... 274",pemerintah aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah aceh antaranews com aceh minta pusat bantu cepat evakuasi warga terisolir hingga logistik pemerintah aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah aceh,2025-12-01,evakuasi banjir,perintah aceh minta dukung perintah pusat cepat tangan darurat bencana banjir longsor landa jumlah wilayah aceh antaranews com aceh minta pusat bantu cepat evakuasi warga isolir hingga logistik perintah aceh minta dukung perintah pusat cepat tangan darurat bencana banjir longsor landa jumlah wilayah aceh,negatif,0,,False,"Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh. antaranews. Aceh minta pusat bantu cepat evakuasi warga terisolir hingga logistik Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh, ... 274","Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh. antaranews. Aceh meminta pusat bantu cepat evakuasi warga terisolir hingga logistik Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh, ...","Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh. antaranews. Aceh minta pusat bantu cepat evakuasi warga terisolir hingga logistik Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh, ...","Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh. antaranews. Aceh meminta pusat bantu cepat evakuasi warga terisolir hingga logistik Pemerintah Aceh meminta dukungan pemerintah pusat untuk mempercepat penanganan darurat bencana banjir dan longsor yang masih melanda sejumlah wilayah Aceh, ..."
Akun komentar @ABjodohComeback dan @prabowo #OrdeOmonOmon pemerintahan Prabowo #PrayForSumatera Semoga Bencana Sumatera Segera Teratasi 1 1 1 43,akun komentar membalas dan ordeomonomon pemerintahan prabowo prayforsumatera semoga bencana sumatera segera teratasi,2025-12-07,#PrayForSumatera,akun komentar balas ordeomonomon perintah prabowo prayforsumatera moga bencana sumatera segera atas,netral,1,,False,Akun komentar dan OrdeOmonOmon pemerintahan Prabowo PrayForSumatera Semoga Bencana Sumatera Segera Teratasi 1 1 1 43,Akun komentar dan OrdeOmonOmon pemerintahan Prabowo PrayForSumatera Semoga Bencana Sumatera Segera Teratasi,Akun komentar dan OrdeOmonOmon pemerintahan Prabowo PrayForSumatera Semoga Bencana Sumatera Segera Teratasi,Akun komentar dan OrdeOmonOmon pemerintahan Prabowo PrayForSumatera Semoga Bencana Sumatera Segera Teratasi
"Mendagri Tito Karnavian menyampaikan, pemerintah telah memproduksi 63.230 dokumen gratis untuk korban bencana banjir dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat. Dokumen tersebut meliputi Kartu Keluarga, KTP, akta kelahiran, hingga akta kematian. #SmartNews 52",mendagri tito karnavian menyampaikan pemerintah telah memproduksi dokumen gratis untuk korban bencana banjir dan tanah longsor di aceh sumatera utara dan sumatera barat dokumen tersebut meliputi kartu keluarga ktp akta kelahiran hingga akta kematian smartnews,2025-12-30,banjir Sumatera Utara,mendagri tito karnavian sampai perintah produksi dokumen gratis korban bencana banjir tanah longsor aceh sumatera utara sumatera barat dokumen sebut liput kartu keluarga ktp akta lahir hingga akta mati smartnews,positif,2,,False,"Mendagri Tito Karnavian menyampaikan, pemerintah telah memproduksi 63.230 dokumen gratis untuk korban bencana banjir dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat. Dokumen tersebut meliputi Kartu Keluarga, KTP, akta kelahiran, hingga akta kematian. SmartNews 52","Mendagri Tito Karnavian menyampaikan, pemerintah telah memproduksi .dokumen gratis untuk korban bencana banjir dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat. Dokumen tersebut meliputi Kartu Keluarga, KTP, akta kelahiran, hingga akta kematian. SmartNews","Mendagri Tito Karnavian menyampaikan, pemerintah telah memproduksi .dokumen gratis untuk korban bencana banjir dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat. Dokumen tersebut meliputi Kartu Keluarga, KTP, akta kelahiran, hingga akta kematian. SmartNews","Mendagri Tito Karnavian menyampaikan, pemerintah telah memproduksi .dokumen gratis untuk korban bencana banjir dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat. Dokumen tersebut meliputi Kartu Keluarga, KTP, akta kelahiran, hingga akta kematian. SmartNews"
"@miyuwmiyaw dan @daisyastera Tolong bantu up sampai pemerintah pusat turun tangan untuk mengevakuasi korban bencana banjir sumatra. Jangan sumber daya alam kami saja yang dikeruk, menikmati fasilitasnya, tapi dampak dari ini semua, warga yang menanggung akibatnya 44",membalas dan tolong bantu up sampai pemerintah pusat turun tangan untuk mengevakuasi korban bencana banjir sumatra jangan sumber daya alam kami saja yang dikeruk menikmati fasilitasnya tapi dampak dari ini semua warga yang menanggung akibatnya,2025-11-27,Dampak Banjir Sumatra,balas bantu up perintah pusat turun tangan evakuasi korban bencana banjir sumatra jangan sumber daya alam keruk nikmat fasilitas dampak semua warga tanggung akibat,negatif,0,,False,"dan Tolong bantu up sampai pemerintah pusat turun tangan untuk mengevakuasi korban bencana banjir sumatra. Jangan sumber daya alam kami saja yang dikeruk, menikmati fasilitasnya, tapi dampak dari ini semua, warga yang menanggung akibatnya 44","dan Tolong bantu up sampai pemerintah pusat turun tangan untuk mengevakuasi korban bencana banjir sumatra. Jangan sumber daya alam kami saja yang dikeruk, menikmati fasilitasnya, tapi dampak dari ini semua, warga yang menanggung akibatnya","dan Tolong bantu up sampai pemerintah pusat turun tangan untuk mengevakuasi korban bencana banjir sumatra. Jangan sumber daya alam kami saja yang dikeruk, menikmati fasilitasnya, tapi dampak dari ini semua, warga yang menanggung akibatnya","dan Tolong bantu up sampai pemerintah pusat turun tangan untuk mengevakuasi korban bencana banjir sumatra. Jangan sumber daya alam kami saja yang dikeruk, menikmati fasilitasnya, tapi dampak dari ini semua, warga yang menanggung akibatnya"
"@Safitra_A ternyata penjelasan buku pas di sd itu kurang ya, ternyata penyebab banjir bukan cuma hujan doang, tapi karna pejabat lagi haus duit 23",membalas ternyata penjelasan buku pas di sd itu kurang ya ternyata penyebab banjir bukan cuma hujan doang tapi karna pejabat lagi haus duit,2025-12-01,banjir lagi ya,balas nyata jelas buku pas sd kurang nyata sebab banjir bukan cuma hujan doang karna jabat haus duit,negatif,0,,False,"ternyata penjelasan buku pas di sd itu kurang ya, ternyata penyebab banjir bukan cuma hujan doang, tapi karna pejabat lagi haus duit 23","ternyata penjelasan buku pas di sd itu kurang ya, ternyata penyebab banjir bukan cuma hujan doang, tapi karena pejabat lagi haus duit","ternyata penjelasan buku pas di sd itu kurang ya, ternyata penyebab banjir bukan cuma hujan doang, tapi karna pejabat lagi haus duit","ternyata penjelasan buku pas di sd itu kurang ya, ternyata penyebab banjir bukan cuma hujan doang, tapi karena pejabat lagi haus duit"
"@Scorpio_1420 ini bener, orang tua posisi di tapteng sibolga. kalo mau dapet sembako harus nunjukin ktp dan harus ktp asli situ, kalo ktp nya beda daerah ga dikasih. brengsek emang 23",membalas ini bener orang tua posisi di tapteng sibolga kalo mau dapet sembako harus nunjukin ktp dan harus ktp asli situ kalo ktp nya beda daerah ga dikasih brengsek emang,2025-12-09,Sibolga,balas bener orang tua posisi tapteng sibolga kalo mau dapet sembako nunjukin ktp ktp asli situ kalo ktp beda daerah ga kasih brengsek emang,negatif,0,,False,"ini bener, orang tua posisi di tapteng sibolga. kalo mau dapet sembako harus nunjukin ktp dan harus ktp asli situ, kalo ktp nya beda daerah ga dikasih. brengsek emang 23","ini bener, orang tua posisi di tapteng sibolga. kalo mau dapat sembako harus nunjukin ktp dan harus ktp asli situ, kalo ktp nya beda daerah enggak dikasih. brengsek memang","ini bener, orang tua posisi di tapteng sibolga. kalo mau dapet sembako harus nunjukin ktp dan harus ktp asli situ, kalo ktp nya beda daerah ga dikasih. brengsek emang","ini bener, orang tua posisi di tapteng sibolga. kalo mau dapat sembako harus nunjukin ktp dan harus ktp asli situ, kalo ktp nya beda daerah enggak dikasih. brengsek memang"
"@Metro_TV Jika sebagai presiden, sudah saya tetapkan bencana banjir, Aceh, Sumut & Sumbar statusnya sebagai prioritas/bencana nasional agar segera maks penanganannya utk meminimalisir konflik/perpecahan @prabowo 5 322",membalas jika sebagai presiden sudah saya tetapkan bencana banjir aceh sumut sumbar statusnya sebagai prioritas bencana nasional agar segera maks penanganannya utk meminimalisir konflik perpecahan,2025-12-29,Sumbar,balas presiden tetap bencana banjir aceh sumut sumbar status prioritas bencana nasional segera maks tangan utk meminimalisir konflik pecah,netral,1,,False,"Jika sebagai presiden, sudah saya tetapkan bencana banjir, Aceh, Sumut & Sumbar statusnya sebagai prioritas/bencana nasional agar segera maks penanganannya utk meminimalisir konflik/perpecahan 5 322","Jika sebagai presiden, sudah saya tetapkan bencana banjir, Aceh, Sumut & Sumbar statusnya sebagai prioritas/bencana nasional agar segera maks penanganannya untuk meminimalisir konflik/perpecahan","Jika sebagai presiden, sudah saya tetapkan bencana banjir, Aceh, Sumut & Sumbar statusnya sebagai prioritas/bencana nasional agar segera maks penanganannya utk meminimalisir konflik/perpecahan","Jika sebagai presiden, sudah saya tetapkan bencana banjir, Aceh, Sumut & Sumbar statusnya sebagai prioritas/bencana nasional agar segera maks penanganannya untuk meminimalisir konflik/perpecahan"
"Kota Medan, Sumatera Utara, uda banjir hujannya makin deras. Please stay safe! Kalo gakuat ngungsi gais 2 308",kota medan sumatera utara uda banjir hujannya makin deras please stay safe kalo gakuat ngungsi gais,2025-11-27,ngungsi banjir,kota medan sumatera utara uda banjir hujan makin deras please stay safe kalo gakuat ngungsi gais,positif,2,,False,"Kota Medan, Sumatera Utara, uda banjir hujannya makin deras. Please stay safe! Kalo gakuat ngungsi gais 2 308","Kota Medan, Sumatera Utara, sudah banjir hujannya makin deras. Please stay safe! Kalo enggak kuat ngungsi gais","Kota Medan, Sumatera Utara, uda banjir hujannya makin deras. Please stay safe! Kalo gakuat ngungsi gais","Kota Medan, Sumatera Utara, sudah banjir hujannya makin deras. Please stay safe! Kalo enggak kuat ngungsi gais"
"@beritaKBR Mereka turun ke lokasi, membuka donasi, menyisir titik pengungsian, menembus akses yang cuma bisa dilewati dengan berjalan kaki, motor trail, atau jembatan darurat. Di banyak wilayah Sumatra, banjir dan longsor memutus jalan, jembatan, bahkan harapan. Negara belum sepenuhnya 1 52",membalas mereka turun ke lokasi membuka donasi menyisir titik pengungsian menembus akses yang cuma bisa dilewati dengan berjalan kaki motor trail atau jembatan darurat di banyak wilayah sumatra banjir dan longsor memutus jalan jembatan bahkan harapan negara belum sepenuhnya tampilkan lebih banyak,2026-01-13,Sumatra,balas turun lokasi buka donasi sisir titik ungsi tembus akses cuma lewat jalan kaki motor trail jembatan darurat banyak wilayah sumatra banjir longsor putus jalan jembatan bahkan harap negara sepenuh tampil lebih banyak,negatif,0,,False,"Mereka turun ke lokasi, membuka donasi, menyisir titik pengungsian, menembus akses yang cuma bisa dilewati dengan berjalan kaki, motor trail, atau jembatan darurat. Di banyak wilayah Sumatra, banjir dan longsor memutus jalan, jembatan, bahkan harapan. Negara belum sepenuhnya 1 52","Mereka turun ke lokasi, membuka donasi, menyisir titik pengungsian, menembus akses yang cuma bisa dilewati dengan berjalan kaki, motor trail, atau jembatan darurat. Di banyak wilayah Sumatra, banjir dan longsor memutus jalan, jembatan, bahkan harapan. Negara belum sepenuhnya","Mereka turun ke lokasi, membuka donasi, menyisir titik pengungsian, menembus akses yang cuma bisa dilewati dengan berjalan kaki, motor trail, atau jembatan darurat. Di banyak wilayah Sumatra, banjir dan longsor memutus jalan, jembatan, bahkan harapan. Negara belum sepenuhnya","Mereka turun ke lokasi, membuka donasi, menyisir titik pengungsian, menembus akses yang cuma bisa dilewati dengan berjalan kaki, motor trail, atau jembatan darurat. Di banyak wilayah Sumatra, banjir dan longsor memutus jalan, jembatan, bahkan harapan. Negara belum sepenuhnya"
"@byziiaas Banjir di Sumatra dapat dipahami sebagai dampak dari cara pandang manusia yang antroposentris. Dalam pandangan ini, alam diposisikan sebagai objek yang dapat dieksploitasi demi kepentingan manusia, terutama untuk pembangunan dan ekonomi. 1 2 52",membalas banjir di sumatra dapat dipahami sebagai dampak dari cara pandang manusia yang antroposentris dalam pandangan ini alam diposisikan sebagai objek yang dapat dieksploitasi demi kepentingan manusia terutama untuk pembangunan dan ekonomi,2026-01-05,Dampak Banjir Sumatra,balas banjir sumatra paham dampak cara pandang manusia antroposentris pandang alam posisi objek eksploitasi penting manusia utama bangun ekonomi,negatif,0,,False,"Banjir di Sumatra dapat dipahami sebagai dampak dari cara pandang manusia yang antroposentris. Dalam pandangan ini, alam diposisikan sebagai objek yang dapat dieksploitasi demi kepentingan manusia, terutama untuk pembangunan dan ekonomi. 1 2 52","Banjir di Sumatra dapat dipahami sebagai dampak dari cara pandang manusia yang antroposentris. Dalam pandangan ini, alam diposisikan sebagai objek yang dapat dieksploitasi demi kepentingan manusia, terutama untuk pembangunan dan ekonomi.","Banjir di Sumatra dapat dipahami sebagai dampak dari cara pandang manusia yang antroposentris. Dalam pandangan ini, alam diposisikan sebagai objek yang dapat dieksploitasi demi kepentingan manusia, terutama untuk pembangunan dan ekonomi.","Banjir di Sumatra dapat dipahami sebagai dampak dari cara pandang manusia yang antroposentris. Dalam pandangan ini, alam diposisikan sebagai objek yang dapat dieksploitasi demi kepentingan manusia, terutama untuk pembangunan dan ekonomi."
timbul punya lahan sawit penyebab banjir sumatra. tuntut saja itu,timbul punya lahan sawit penyebab banjir sumatra tuntut saja itu,2025-12-17,Penyebab Banjir Sumatra,timbul punya lahan sawit sebab banjir sumatra tuntut,negatif,0,,False,timbul punya lahan sawit penyebab banjir sumatra. tuntut saja itu,timbul punya lahan sawit penyebab banjir sumatra. tuntut saja itu,timbul punya lahan sawit penyebab banjir sumatra. tuntut saja itu,timbul punya lahan sawit penyebab banjir sumatra. tuntut saja itu
