text,label_aktual,label_prediksi,sentimen_prediksi,prob_negatif,prob_netral,prob_positif
"gw abis liat tiktok, scroll, menemukan konten yg bahas banjir di aceh n sumatra. n yap, buzzer + warga"" tolol itu masih aja ngebelain pemerintah. like? anjayyy, gobloknya uda sampe ke nadi"" anjir 34",0,0,negatif,0.9146768,0.049927097,0.035396073
"Di balik paket sembako yang sederhana, ada ketulusan dan kepedulian yang besar. Polres Aceh Tamiang terus hadir, menguatkan mereka yang terdampak banjir hingga kehidupan kembali pulih. 38",2,2,positif,0.04942722,0.021100326,0.92947245
Membalas Pengerahan penuh personel TNI untuk membantu evakuasi dan distribusi di Sumbar PrabowoPeduliSumatera Mereka bahu membahu bersama warga membersihkan sisa banjir yang merusak Respons Cepat Negara 1 2,0,2,positif,0.022853503,0.015868878,0.9612776
Membalas IYAAA ANJIRRRRRR di daerah sumsel yg lain udh banyak longsor keri kali ak tengoknya makasiiii bb udah di koper semuaaa dokumen ku huhuuu semoga udahan deh hujannya biar sumatra bisa pulih lagi 1 43,0,0,negatif,0.5876627,0.14270477,0.26963255
"Membalas Wilayah terdampak meliputi Provinsi Aceh, Sumatera Utara, dan Sumatera Barat sepanjang tahun 2025. KementerianHukum KanwilKemenkumDIY LayananHukumMakinMudah Setahunberdampak Kanwil Kemenkum DIY 1 6",1,1,netral,0.041454613,0.72961247,0.2289329
"Peduli Lindungi Sumatera Yuk bantu saudara kita di Sumatera! Bencana datang tanpa diduga, tapi kebaikan kita bisa datang kapan saja. Sisihkan sedikit rezeki untuk korban bencana Sumatera Dana, Pakaian, Dll Donasi akan disalurkan melalui Yayasan Asar Humanity PrayForSumatera 2 6 505",0,0,negatif,0.88782007,0.020945562,0.09123433
"Beberapa hari terakhir ini saudara-saudara kita di Aceh, Sumatera Utara, dan Sumatera Barat menghadapi bencana alam, banjir, dan tanah longsor. Sejumlah bagian masih terendam sehingga perlu kita segera tangani termasuk putusnya jalur komunikasi dan logistik. Atas nama pribadi",1,0,negatif,0.61247975,0.2341855,0.15333472
"Berdasarkan laporan resmi dari Kompas dan Seskab Teddy, Presiden Prabowo mengerahkan 50-53 helikopter untuk penanganan bencana banjir di Sumatera, termasuk Aceh, sejak awal Desember 2025. Ya, klaim 50 helikopter benar, meski sempat ada pertanyaan tentang keberadaannya di lapangan",1,1,netral,0.069264166,0.7390394,0.19169645
Kerja Nyata Relawan SPPG MBG Tanah Jambo Aye Aceh bekerja keras mendistribusikan paket MBG utk anak-anak pengungsi banjir di beberapa wilayah Aceh. Bantuan MBG ini utk memenuhi kebutuhan gizi para pengungsi yg terdampak bencana alam. LanjutkanMBG Pecat Aceh Desember Sumatera 77,2,2,positif,0.084867455,0.028388003,0.88674456
Banjir rob makin sering datang dan dampaknya kian terasa. Jumlah kasus pun terus meningkat bahkan puluhan ribu rumah terendam menjadi korban tiap tahunnya. Yuk simak data pada infografis ini biar tahu separah apa banjir rob yang terjadi di pesisir pantai Indonesia! 1 97,0,0,negatif,0.9383212,0.042896405,0.018782401
"Membalas Adinda segera bentuk Pansus Bencana Aceh dan Sumatera, Negara lamban bahkan tidak mampu mengatasi bencana Aceh lebih dahsyat dari sunami karena ber ulang - ulang terjadi Banjir, alzheimer mengidap narsistik ( NPD) rakyat Aceh jadi korban, akar Tampilkan lebih banyak 1 78",0,0,negatif,0.94895107,0.02120873,0.029840227
"Bengkulu Kerahkan 100 Unit Ambulans dan Bantuan Logistik ke Sumbar, Sumut dan Aceh bengkuluinteraktif.com Bengkulu Kerahkan 100 Unit Ambulans dan Bantuan Logistik untuk Sumbar, Sumut dan Aceh - Bengkulu... Interaktif News - Gubernur Bengkulu Helmi Hasan resmi melepas keberangkatan bantuan logistik untuk masyarakat terdampak banjir dan longsor di Sumatera Barat, 20",2,2,positif,0.017694233,0.06632146,0.9159843
"Membalas Kasihkan ke 3 Propinsi di Aceh, Sumut dan Sumbar mengikuti Besarnya kerusakan. Habiskan buat Rakyat. Jangan lupa Tangkap Pelakunya 1 6",0,0,negatif,0.9191736,0.0310539,0.049772467
"SatgasPemulihanBencana siapkan bantuan untuk warga terdampak banjir aceh sumatra. harapan mulai kembali tumbuh , yuk kita bantu Pemulihan Bencana Aceh Sumatera Dari dhanesa 1 39",2,2,positif,0.023315206,0.021603774,0.955081
Membalas Kalo sawit yg disalahkan kok gak ada banjir bandang di propinsi Riau?? Padahal punya lahan 4 juta hektare 10 kali lipat lebih besar yg ada di Aceh? Jawabannya adalah pemuja Anies Baswedan anti sawit sebagai energi terbarukan..!! 2 1 6 410,0,0,negatif,0.88500637,0.0990839,0.015909761
"Untuk semua saudara yg terkena banjir, terus tabah yaa, dan untuk bantuannya terimakasih Tim Trauma Healing Polda Riau polri PolriPeduli PeduliBencana PrayForSumatera 19",2,2,positif,0.19533607,0.026774377,0.7778895
"Akun parodi Membalas Jika dilihat dari citra satelit, perubahan lahan di wilayah Tapanuli Utara, Sumatera Utara terekam sangat jelas. Pembabatan hutan di wilayah tersebut disinyalir menjadi salah satu penyebab banjir bandang di Tapanuli dan sekitarnya. 1 2 93",0,1,netral,0.47974917,0.49063113,0.029619794
"19.52 wib di Padang dan sekitarnya hujan masih turun deras. Sejak tadi siang hujan reda sebentar lalu turun lagi. Teman-teman yang berada di jalur banjir kemarin, yang berada di jalur aliran sungai, sebaiknya cari lokasi yang lebih aman dulu. Khawatir air kembali naik dan sisa Tampilkan lebih banyak 8 107 380 16 rb",1,1,netral,0.19662195,0.76248,0.040898018
Edisi Telat Posting aka LatePost Hari Kamis kedua dibulan desember 2025 meskipun pulang sumatra sedang dirundung duka gegara musibah banjir dan longsor sebaiknya alangkah baiknya untuk berhenti ngelakuin berbagai tindakan kriminal PAYPAW RenunganKamis SweetThursday 22,0,0,negatif,0.89645624,0.061516847,0.042026926
"Update. Sebanyak 74 orang meninggal dunia di Kabupaten Agam, Sumatra Barat, akibat bencana cuaca ekstrem. Operasi pencarian dan pertolongan masih terus dilakukan tim gabungan hingga hari ini, Sabtu (29/11/2025). Berdasarkan data BPBD Kabupaten Agam, jumlah korban meninggal sedih darurat",0,0,negatif,0.94123065,0.033171896,0.02559737
"Traumanya ada bgt… meski dirumahku baru kena dikit, tp kami semua panik karna terbayang rumah2 yg tenggelam jd memilih untuk ngungsi meskipun harus melewati arus air yg deras itu ditengah2 banjir itu di telp sm paman aku nanya keadaan akhirnya aku jawab sambil nangis2 sedih",0,0,negatif,0.8991487,0.06678238,0.03406888
Enam Titik Huntara Dibangun untuk Ratusan Warga Terdampak Bencana di Sumbar jurnas.net Enam Titik Huntara Dibangun untuk Ratusan Warga Terdampak Bencana di Sumbar Jurnas.net - Harapan baru mulai tumbuh bagi warga terdampak bencana di Sumatera Barat. Rangka baja hunian sementara (huntara) satu per satu berdiri 10,2,2,positif,0.047707673,0.05195914,0.9003332
Membalas Harusnya kalian nanya ke jokowi. Karena dia yg dulu pernah sesumbar macet dan banjir akan mudah diatasi jika jd presiden. Nah 10 tahun dia jd presiden kenapa masih juga ada banjir? Ngapain aja?? 30,0,0,negatif,0.87408555,0.08939404,0.0365203
"Ratusan rumah warga terendam banjir diAtlas, Ulak Karang Utara, Padang, Sumatra Barat (Sumbar) pada Jumat (28/11) sekitar pukul 01.00 WIB. PrayForSumatera Puluhan warga terpaksa harus mengungsi dari tempat tinggal masing-masing, meskipun sebagian warga memilih bertahan di Tampilkan lebih banyak 205",0,0,negatif,0.6069643,0.30354387,0.089491785
"Adu mulut dgn ibu"" pengungsi korban banjir Tapanuli opung ini keliatan arogan,kyk preman aj malah ngancam rakyat nya. bingung",0,0,negatif,0.9561972,0.014874956,0.02892786
"Membalas Gelondongan kayu yg ada di papua dan banjir aceh kebanyakan gelondongan sisa dari pemotongan pohon besar baik legal maupun ilegal semua merusak lingkungan, tanggung jawab besar adalah menteri kehutanan dan menteri lingkungan hidup serta pejabat daerah setempat 28 3 rb",0,0,negatif,0.91403395,0.06465013,0.021315914
"Salut untuk semua yang berada di garis depan pemulihan pascabencana banjir & longsor di Sumatera. Tenaga, waktu, dan keringat kalian sangat berarti untuk para korban. Terima kasih! Keamanan Nasional PolriUntukMasyarakat 27",0,0,negatif,0.91939545,0.016389094,0.064215474
Akun komentar Membalas dan ya banjir kalo lokal mungkin ada tapi kalo global mustahil dan kalo digunakan untuk menghukum orang mustahil lagi awokawok 1 28,0,0,negatif,0.7863987,0.18536766,0.02823362
"Membalas Ah baru banjir biasa, Belum bandang ke Sumatra... 6 2 rb",0,0,negatif,0.6696787,0.30356008,0.026761241
"Diduga Timbun BBM, Ratusan Warga Aceh Timur Geruduk SPBU Ratusan warga korban banjir bandang melakukan protes keras setelah petugas SPBU menolak menjual Bahan Bakar Minyak (BBM), dengan alasan stok kosong. aceh.tribunnews.com Diduga Timbun BBM, Ratusan Warga Aceh Timur Geruduk SPBU - Serambinews.com Segini stok minyak kalian bilang tidak ada, bohong semua kalian kepada masyarakat, kalau enggak dibuka masyarakat akan mengamuk 68",0,0,negatif,0.9529836,0.022381205,0.024635091
"Membalas Masyaallah Tabarakallah, Terima Kasih untuk Bapak Kapolda Riau dan Personil, yang selalu gercep dan peduli kepada saudara - saudara kita yang LG di timpa musibah (Aceh, Sumut dan Sumbar), sehat selalu Jendral Amin 15",2,2,positif,0.24166419,0.027890123,0.7304457
"Membalas Ini baru aksi nyata, bukan sekadar wacana. Semoga langkah ini menjadi awal yang baik untuk pemulihan hutan kita secara berkelanjutan. Aceh Sumatra Bangkit! 9",2,2,positif,0.030700827,0.03848587,0.9308133
"Trauma Healing Polri, Dukungan Psikologis bagi Anak Korban Banjir Bandang di Padang Pariaman Padang Pariaman — Sebagai bentuk kepedulian terhadap pemulihan psikologis korban bencana alam, anggota Bidang Psikologi SDM Polda Sumatera Barat melaksanakan kegiatan Polisi Mengajar 43",0,0,negatif,0.93024355,0.017882252,0.051874194
Membalas dan 8 lainnya Bencana dari mana bro?? Dari sawit?? Sumut dan Aceh itu bencana ilegal logging dan pertambangan emas dan batu bara..!! Loe lihat tu Riau lahan sawit terbesar Indonesia yg berdampingan dengan Sumut dan Sumbar apakah kena bencana banjir bandang??. 2 2 1 149,0,0,negatif,0.71703905,0.26193282,0.021028211
Membalas DPD PDI Perjuangan Sumatera Barat solid bergerak cepat dan serentak mengupayakan yang terbaik dalam penanganan dan penyerahan bantuan kepada warga dalam masa tanggap darurat bencana longsor dan banjir bandang di Sumatera Barat. Kami juga senantiasa berdoa agar Ranah Minang Tampilkan lebih banyak 1 1 169,2,2,positif,0.021979468,0.029273208,0.9487474
"Membalas i don't fucking care masalah pemilu kemarin, 01, 02, 03 TERSERAH tp bisa ga sih otaknya di pake dulu? atleast buat kepedulian dan kemanusiaan aja deh sesama manusia, ga bisa ya? atau gimana? PrayForSumatera 39",0,0,negatif,0.7639989,0.067352965,0.16864808
Membalas Itu tanah di bukit lunak banget ya diterjang air luluh juga. PrayForSumatera 54,0,0,negatif,0.6767491,0.20699272,0.11625818
"Prabowo Respon Cepat Listrik Kembali Menyala Pemerintah Prabowo bersama TNI Polri BNPB dari awal bencana hadir membantu evakuasi warga hingga pemulihan pasca bencana di Sumatera. Sistem kelistrikan pulih, listrik menyala di rumah dan fasilitas publik Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar Dari finance.detik.com 23",2,2,positif,0.011525431,0.039656945,0.9488177
"Ya allah aku ingatkan banjir kat malaysia dah teruk, then tengok hatyai punya terkejut gak lah keadaan kat sana jadi macam tu, tapi bila tengok kat sumatra and aceh punya banjir fuh lagi mengucap panjang aku dah rupa macam tsunami allahuu. Takutnyaaa semoga selamat tetangga ku 1 176",0,0,negatif,0.8687343,0.09124325,0.04002251
"Satgas PKH ungkap 12 perusahaan perusak lingkungan di Aceh, diduga berkontribusi atas banjir bandang, penegak hukum kini menyiapkan sanksi administratif hingga pidana, termasuk pencabutan izin dan penerapan UU Kehutanan. Aceh Sumatera Update 21",0,0,negatif,0.6231884,0.27419367,0.10261786
"Membalas dan Presiden guoblok pooolll, banjir parah di Sumatera gak diambil pelajarannya. 1 38",0,0,negatif,0.9462377,0.027305402,0.026456937
"PRAY FOR SUMBAR Kondisi sungai Gunung Nago, Sumatera Barat, Hari Minggu (14/12/2025), sekitar pukul 16 00 beritasumbar 26 277 654 41 rb",1,1,netral,0.050874062,0.8573979,0.09172798
"Membalas Presiden Prabowo saat meninjau pembangunan Jembatan Bailey Teupin Mane, ruas vital penghubung Bireuen-Takengon di Kabupaten Bireuen, Provinsi Aceh menegaskan bahwa pemerintah mengerahkan seluruh kemampuan untuk memastikan akses logistik dan pergerakan masyarakat segera pulih. 1 54",2,2,positif,0.023447243,0.22088821,0.7556645
"Daftar 10 banjir besar di Indonesia Bencana banjir Sumatera Utara, Aceh, dan Sumatera Barat saat ini bukan yang pertama terjadi di Indonesia. Semestinya pemerintah bisa belajar dari bencana sebelumnya. PrayForSumatera PrayForAceh Berikut banjir dengan jumlah korban Tampilkan lebih banyak 125",0,0,negatif,0.8780478,0.095920235,0.026031977
"Membalas dan Paman Gajah lagi kerja bersihkan puing kayu gelondongan banjir bandang dan longsor, malah kedatangan Team Rescue tak guna PrayForSumatera 2 5 239",0,0,negatif,0.750197,0.13759615,0.11220688
Akun parodi SEGERA TETAPKAN JADI BENCANA NASIONAL AllEyesOnSumatera PrayForSumatera PrayForTapanuli PrayForSibolga PrayForAceh PrayForPadang 44,2,1,netral,0.14523384,0.55122936,0.30353683
"Layanan kesehatan di Rumah Sakit Umum Daerah (RSUD) Muda Sedia Aceh Tamiang lumpuh setelah turut terdampak parah akibat banjir yang melanda kabupaten tersebut sejak 27 November lalu. Ketinggian banjir mencapai 1,5 meter, menerobos masuk ke dalam setiap ruangan rumah sakit. Meski Tampilkan lebih banyak 1 2 1 1 rb",0,0,negatif,0.82295847,0.11444788,0.06259367
"Keluarga besar Kanwil Kemenkum Sumsel menyampaikan bela sungkawa atas musibah yang terjadi di Sumatera. Semoga para keluarga terdampak diberikan ketabahan, kekuatan, dan perlindungan. KementerianHukum LayananHukumMakinMudah KemenkumSumsel PrayforSumatera 17",2,0,negatif,0.74109983,0.041391615,0.21750863
"Presiden Prabowo Subianto melanjutkan agenda peninjauan penanganan bencana banjir ke Kabupaten Langkat, Sumatra Utara, pada Sabtu (13/12/2025). Kunjungan ini dilakukan sehari setelah Kepala Negara menyambangi wilayah terdampak banjir di Provinsi Aceh. Presiden Prabowo bertolak Tampilkan lebih banyak 928",2,1,netral,0.02530814,0.6247114,0.34998047
"Bergerak Bersama, Pulihkan Aceh dan Sumatra Kita semua berharap, kehadiran para dapat meringankan beban masyarakat di lokasi terdampak bencana dan mempercepat pemulihan. TarunaKKP 2026KKPGrowStronger SaktiWahyuTrenggono KKPGOID kkpterus5F5BA 2 6 9 131",2,2,positif,0.01768888,0.022339018,0.95997214
"Pemerintah prioritaskan kesehatan warga pasca-banjir, layanan kesehatan gratis tersedia. Aceh Sumatera Update 15",2,2,positif,0.058608063,0.16776922,0.77362275
"Membalas Mimpi satu ini, jauh sebelum banjir aku liat air naik tinggi sampai masuk rumah. Baru terjawab lihat kejadian yang menimpa orang2 Sumatera bulan akhir nov dan Des ini. 2 33",1,0,negatif,0.73853856,0.22570617,0.035755306
"Bencana Longsor Sibolga T3w4skan 43 Orang di Desanya dalam Waktu 15 Menit, Yusnidar Kami Trauma medan.tribunnews.com Bencana Longsor Sibolga Tewaskan 43 Orang di Desanya dalam Waktu 15 Menit, Yusnidar Kami Trauma -... Duka mendalam masih menyelimuti warga gang Murai Lingkungan II Kelurahan Aek Manis, Sibolga Selatan hingga hari ini, Selasa (9/12/2025). 76",0,0,negatif,0.94170505,0.0228585,0.035436437
"Dalam situasi bencana, kita harus menghargai sedekah dari masyarakat untuk saudaranya korban bencana di Aceh, Sumut dan Sumbar. Tak etis dan sungguh tidak bermoral pejabat menyindir rakyat yang berdonasi. Saatnya kita bersatu membantu saudara kita di Aceh, Sumut dan Sumbar. 1 70",0,0,negatif,0.90823174,0.019148981,0.072619244
"Membalas Kok banjir di Sumatra diam aja min, parah luh bab* 1 1 114",0,0,negatif,0.949851,0.031508077,0.018640867
"Bismillahirrahmaanirrahiim PATUNGAN - Warga Bantu Warga PrayForSumatera PrayForAceh SUMATRA DARURAT Sibolga | Padang | Aceh | Medan Bencana besar melanda. Ribuan warga kehilangan rumah, terjebak banjir, dan kekurangan logistik. Jembatan penghubung Aceh–Medan dukungan peringatan informasi sedih darurat",0,0,negatif,0.7626555,0.041679524,0.19566494
"Banjir Balangan dan Hulu Sungai Selatan Mulai Surut mimbarnusantara.com Banjir Balangan dan Hulu Sungai Selatan Mulai Surut BANJIR yang melanda sejumlah wilayah di Kalimantan Selatan, di antaranya Kabupaten Balangan dan Hulu Sungai Selatan, dilaporkan berangsur surut. Saat ini, warga bersama tim gabungan fokus melakukan... 33",1,1,netral,0.032224145,0.82816195,0.13961399
"Pupuk Kaltim hadir untuk Sumatera Melalui semangat kepedulian dan solidaritas, Pupuk Kaltim bersama karyawan menyalurkan bantuan kemanusiaan senilai Rp2,05 miliar bagi korban banjir di Aceh, Sumatera Utara, dan Sumatera Barat. Komitmen ini menjadi bukti bahwa keberlanjutan kerja sama",2,0,negatif,0.88615984,0.017207932,0.09663218
"Membalas Tamiang pedalaman, aceh tengah tempat tanahnya belio, pidie jaya udah naik air ke jalan raya lagi itu yg wajib dikunjungi dan dikasi bantuan yg layak, sebenarnya ini akibat siapa sih 1 135",0,0,negatif,0.89341664,0.066096336,0.04048706
"Kementerian Haji dan Umrah (Kemenhaj) memperpanjang masa pelunasan Biaya Perjalanan Ibadah Haji (BIPIH) tahap pertama bagi jemaah di Aceh, Sumatra Utara, dan Sumatra Barat yang terdampak bencana alam. Kemenhaj Perpanjang Pelunasan BIPIH untuk Aceh, Sumut, dan Sumbar akibat Bencana Dari mediaindonesia.com 331",2,1,netral,0.0954769,0.54396105,0.3605621
"Cuma pak Zulkifli Hasan yang gerak cepat bantu warga Sumatera yang terdampak bencana. Pasokan bantuan tersalurkan dengan cepat dan Janji Rumah Zulhas melahirkan kembali semangat para korban untuk menata hidup kembali lebih baik detik.com Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 21",0,0,negatif,0.95117354,0.015048245,0.03377813
"Bencana banjir dan tanah longsor di Pulau Sumatra telah menewaskan sedikitnya 770 orang dan membuat jutaan warga terdampak, menurut data terbaru BNPB. Proses evakuasi masih berlangsung di banyak wilayah yang terisolasi akibat rusaknya akses jalan dan jembatan. Semoga para Tampilkan lebih banyak 3 9 1 rb",0,0,negatif,0.8645847,0.08762484,0.047790464
"Yg di medan kata gua siap siaga deh. Beberapa uda padam listrik dan internet. Bahkan daerah kota uda banjir tinggi dan mulai ngungsi. Siapin PB, tampung air, stok makanan dll gais. 6 10 698",1,1,netral,0.23906891,0.57610685,0.18482417
"Pemerintah bergerak cepat dan maksimal menangani musibah banjir di Aceh, Sumatera Barat, dan Sumatera Utara. Evakuasi warga, penyaluran bantuan, layanan kesehatan, hingga pemulihan infrastruktur terus dilakukan secara terpadu bersama TNI, Polri, dan relawan. Pemerintah Hadir 1 38",2,2,positif,0.020349545,0.023597164,0.95605326
"Posko Utama Penanganan Bencana Banjir dan Tanah Longsoh telah beroperasi di Rumah Dinas Walikota Padang, Sumatra Barat. Posko ini menjadi pusat koordinasi dan seluruh aktivitas penanggulangan bencana di Kota Padang, termasuk pengelolaan data dan pendistribusian logistik.",1,1,netral,0.027662786,0.5044472,0.46788996
"Haru! Detik-detik distribusi bantuan udara untuk warga Sikundo, Aceh Barat yang terisolasi banjir. Akses jalan putus total, bantuan logistik jadi penyambung nyawa. ​Mari luangkan waktu sejenak untuk mendoakan keselamatan mereka. Semoga air segera surut! ​BanjirAceh AcehBarat",0,2,positif,0.43998003,0.028524173,0.5314958
Personel kesehatan dari Brigif TP 90/Yudha Giri Dhanu dan Yonif TP 854/Dharma Kersaka Kodam Iskandar Muda (IM) menunjukkan dedikasi tinggi dengan menyalurkan obat-obatan ke wilayah terisolir akibat banjir dan tanah longsor di Kabupaten Aceh Tengah. Kegiatan yang dilaksanakan pada Tampilkan lebih banyak 2 7 18 1 rb,2,2,positif,0.03941603,0.06555964,0.8950243
"Bergerak Bersama, Pulihkan Aceh dan Sumatra Mari bangkit dan pulih bersama! TarunaKKP 2026KKPGrowStronger kkpterus5F6HW 6",2,2,positif,0.015244416,0.028266028,0.9564896
"Hujan deras yang kembali mengguyur Kota Sibolga, Sumatera Utara, membuat air Sungai Aek Doras meluap, Jumat (2/1/2026). Kondisi ini membuat warga sekitar cemas lantara banjir bandang yang dikhawatirkan akan kembali menerjang. 201",0,1,netral,0.20028995,0.73182887,0.06788123
"Menteri Haji dan Umrah (Menhaj) Mochammad Irfan Yusuf menyebut bahwa bencana alam banjir bandang dan longsor yang menimpa wilayah Aceh, Sumatera Utara (Sumut) dan Sumatera Barat (Sumbar) memiliki dampak terhadap persiapan penyelenggaraan haji 2026 di tiga wilayah tersebut. Salah Tampilkan lebih banyak 233",1,1,netral,0.063238084,0.8791687,0.057593215
"Innalillahi wa inna ilaihi raji’un.⁠ ⁠ Kami turut berduka yang sedalam-dalamnya atas musibah banjir bandang yang terjadi di Aceh dan Sumatera.⁠ Semoga Allah memberikan kekuatan, kesabaran, dan perlindungan kepada semua saudara kita yang sedang diuji.⁠ ⁠ PrayForAcehSumatera 1 40",0,0,negatif,0.83700734,0.048092615,0.11490009
"Sumbar Alami Bencana Banjir, Bawang Merah Jadi Langka di Sumsel sumsel.idntimes.com Sumbar Alami Bencana Banjir, Bawang Merah Jadi Langka di Sumsel Bencana banjir di Sumatra Barat (Sumbar) akibat curah hujan yang tinggi berdampak terhadap ketersediaan komoditas bawang merah di Sumatra Selatan (Sumsel). 48",1,1,netral,0.19279677,0.7267898,0.0804135
"Perum Bulog memastikan distribusi beras hingga 5 ribu ton bagi korban bencana di Sumatera Utara sesuai permintaan Gubernur Sumatera Utara (Sumut) Bobby Nasution sekaligus arahan Kepala Badan Pangan Nasional dan Menteri Pertanian Andi Amran Sulaiman. ""Ya sesuai dengan arahan Tampilkan lebih banyak 2 455",0,0,negatif,0.9259683,0.021078302,0.05295341
"Membalas Longsor & banjir bandang menimpah sejumlah wilayah di pulau sumatera. Banjir di Sumatera Utara, Padang, Aceh mengakibatkan jaringan transportasi & komunikasi terputus, jalanan amblas, ratusan ribu rumah terendam, jutaan warga terdampak, & ratusan warga dilaporkan meninggal dunia 1 1 68",0,0,negatif,0.9227959,0.047835283,0.029368807
"Jalan Penghubung 4 Kecamatan di Langkat yang Terputus Bisa Dilalui sumut.idntimes.com Jalan Penghubung 4 Kecamatan di Langkat yang Terputus Bisa Dilalui Bencana banjir yang menerjang Kabupaten Langkat, Sumatra Utara, menyisakan kerusakan cukup parah di beberapa titik lokasi. 6",0,0,negatif,0.8602172,0.11204499,0.027737781
Pemerintah Hadir untuk pemulihan Aceh Sumatra 1 10,2,2,positif,0.016479593,0.039319806,0.94420063
Fii amanillah PrayForSumatera 49,2,2,positif,0.018515715,0.103682175,0.87780213
"Presiden Prabowo Subianto memerintahkan penanganan serius bencana banjir dan longsor yang melanda Pulau Sumatra meliputi Aceh, Sumatera Utara dan Sumatera Barat.",1,1,netral,0.025628928,0.8608162,0.11355489
Membalas Sekarang di daerahku sedang mati listrik dan banjir sudah setinggi lutut. Ular-ular juga masuk ke dalam rumah 8 1 rb,0,0,negatif,0.879616,0.089098625,0.031285364
Negara Hadir tanpa menunggu. Semangat untuk Aceh Sumatra Bangkit 1 35,1,2,positif,0.018336425,0.03415829,0.94750524
Hebat emaknya siapa ini ? PrayForSumatera MAMAH NIKAH Bencana Lingkungan Hidup Jahatnya Siti Nurbaya 11 12 57 13 rb,1,0,negatif,0.75952816,0.102019094,0.13845272
"Banjir tadi siang, skrg udh masuk ke rumah air nya 1 16",0,0,negatif,0.78918564,0.1279892,0.082825094
"Bencana banjir di Sumatera disebabkan oleh kerentanan ekologis yang terus meningkat akibat perubahan bentang ekosistem penting seperti hutan, dan diperparah oleh krisis iklim. Periode 2016 hingga 2025, seluas 1,4 juta hektar hutan di Aceh, Sumatera Utara, dan Sumatera Barat yang Tampilkan lebih banyak walhi.or.id Legalisasi Bencana Ekologis di Sumatera dan Tuntutan Tanggung Jawab Negara Serta Korporasi - WALHI Banjir dan longsor yang menerjang Aceh, Sumatera Utara, dan Sumatera Barat pada 25-27 November lalu menyebabkan 442 orang meninggal, 402 orang hilang, dan 156.918 orang harus mengungsi. Berdasarkan... 1 83 120 129 rb",0,0,negatif,0.91779,0.05779569,0.024414264
Terus jangan pernah lelah buat pemulihan pascabencana banjir AcehSumatraBangkit AcehSumatraPulih 13,2,2,positif,0.023203628,0.045492522,0.93130386
"Akun komentar NarasiNewsRoom | Update Korban Jiwa lebih dari 744 orang Sepekan setelah banjir bandang dan longsor yang melanda Aceh, Sumatera Utara, dan Sumatera Barat, jumlah korban hilang dan meninggal dunia masih terus bertambah. Per Selasa (2/12/2025) siang, Badan Nasional Tampilkan lebih banyak 1 163",0,0,negatif,0.9425559,0.033404987,0.024039134
SUMATERA BUTUH STATUS BENCANANASIONAL NATIONALDISASTER PrayForSumatera 20 54 1 rb,1,1,netral,0.059947282,0.7943213,0.14573137
"Badan Nasional Penanggulangan Bencana (BNPB) mencatat adanya penambahan korban jiwa akibat bencana dalam dua hari terakhir. Kepala Pusat Data, Informasi, dan Komunikasi Kebencanaan BNPB, Abdul Muhari, menyebutkan penambahan korban meninggal berasal dari Aceh Utara sebanyak 1 Tampilkan lebih banyak 356",0,0,negatif,0.9386898,0.03533121,0.025978925
Membalas dan 2 lainnya Justru sumbar banyak orang meninggal penanganan masih lambat bahkan tiktokers Uni bakwan aja ngomong ke pagi pagi ambyar ngomongin tentang banjir sumbar blokk goblokkkk 1 75,0,0,negatif,0.9586194,0.025997082,0.015383557
"Membalas dalam span waktu cuma sebulan udah naik aja ini statusnya dari level 2 ke 3 kek lumayan cepet juga ya buat gunung yg udah lama nggak erupsi. dan yang kinda has left me flabbergasted, this one located only 5 km dari daerah bencana alam banjir bandang kemarin 1 1 16 1 rb",0,0,negatif,0.5907559,0.33821124,0.07103286
Gigs Pray For Sumatera hari ini 7 Des. Seluruh penjualan tiket dan donasi akan disumbangkan ke daerah yang terdampak bencana banjir melalui Metal Medan Banjir PrayForSumatera 1 1 38,2,2,positif,0.031339526,0.07374589,0.89491457
"Membalas Orang jawa kuno lebih percaya bilang kalau pohon besar itu di tebang nanti mbahe ngamuk.. sebaliknya kalau bilang pohon itu ditebang dapat menyebabkan banjir longsor, mungkin tak akan percaya 1 155",1,0,negatif,0.87921214,0.1087093,0.012078588
"Membalas Sebaiknya dibiasakan jg disampaikan ke masyarakat agar smua tindakan harus berbasis sains. Di Indo klu ada bencana spt gempa/banjir besar selalu aja ada narasi ""krn daerah tsb maksiatnya tinggi"". Pdhl bkn itu sebab utamanya. Salah identifikasi masalah maka salah juga solusinya 1 1 198",1,0,negatif,0.79687905,0.17536,0.027760942
"Membalas dan Sudah berjanji untuk berdamai, lantas kenapa teriak merdeka??? Sumbar & sumut fokus recovery pasca bencana, aceh doang yg kena bencana malah sibuk minta merdeka wkwk 1 54",0,0,negatif,0.74592656,0.06510599,0.18896744
Toba Pulp Lestari sejauh ini selalu konsisten menjadi industri lestari. kita selayaknya mengapresiasi TPL. maju terus toba pulp.. bencana banjir Sumatera adalah pengingat. semoga tidak ada lagi kedepannya Buletin Medan () • Instagram reel Dari instagram.com 21,2,2,positif,0.11742678,0.11736223,0.7652109
