id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason,need_review
3981,Pemerintah Hadir untuk pemulihan Aceh Sumatra 1 10,positif,2,positif,90,Menyatakan kehadiran pemerintah untuk pemulihan di Aceh Sumatra.,False
3987,Membalas @KangManto123 Karena alasan inilah sebenarnya yg menyebabkan pemerintah pusat tdk mau menetapkan status bencana nasional karena takut kegilaannya dilihat pihak asing secara langsung. Jadi alasan utk harga diri bangsa itu cuma bullshit. 1 4 446,negatif,0,negatif,95,Mengkritik pemerintah karena tidak menetapkan status bencana nasional dan menuduh motif tersembunyi.,False
3989,Akun parodi Pemulihan pascabencana di Sumatera Utara terus bergerak maju secara bertahap dan berkelanjutan. Pemerintah Provinsi Sumatera Utara di bawah kepemimpinan Gubernur Bobby Nasution memastikan perbaikan infrastruktur serta normalisasi sungai di wilayah Tapanuli berjalan sesuai Tampilkan lebih banyak 1 13 147,positif,2,positif,90,Melaporkan kemajuan pemulihan pascabencana dan jaminan perbaikan infrastruktur.,False
4003,"Top banget, TPL hadir langsung menyalurkan bantuan untuk membantu masyarakat yang terdampak banjir dan sangat membutuhkan. PT Toba Pulp Lestari Tbk. (@tobapulplestari) • Instagram photos and videos Dari instagram.com 10",positif,2,positif,95,Mengapresiasi tindakan perusahaan yang menyalurkan bantuan kepada masyarakat terdampak.,False
4023,𝐁𝐍𝐏𝐁 𝐏𝐚𝐬𝐭𝐢𝐤𝐚𝐧 𝐋𝐨𝐠𝐢𝐬𝐭𝐢𝐤 𝐓𝐚𝐤 𝐌𝐞𝐧𝐠𝐞𝐧𝐝𝐚𝐩 𝐝𝐢 𝐒𝐞𝐥𝐮𝐫𝐮𝐡 𝐏𝐨𝐬𝐤𝐨 𝐁𝐞𝐧𝐜𝐚𝐧𝐚 Pengiriman bantuan logistik untuk masyarakat yang terdampak bencana banjir dan longsor di Sumatra dilakukan secepat mungkin. Badan Nasional Penanggulangan Bencana Tampilkan lebih banyak 74,positif,2,netral,95,Informasi faktual tentang upaya BNPB memastikan logistik tidak mengendap.,True
4031,"Di tengah banjir dan longsor,kepedulian tidak ikut tenggelam. Kerja Nyata BGN memastikan MBG tetap tersalurkan bagi yang membutuhkan. Hingga hari ini lebih dari 2,2 juta porsi bantuan telah disalurkan di Aceh #LanjutkanMBG Selasa Slank Air 86% #ZhangLinghe #OurFortunateShuaDay 3 262",positif,2,positif,90,"Menunjukkan kepedulian dan penyaluran bantuan yang masif, bernada positif dan semangat.",False
4038,"Membalas @indepenSumatera Bencana banjir bandang di 3 Provinsi, Pemerintah mengalokasikan Aceh 25 triliun, Sumatera Utara 13 triliun, Sumatera Barat 13 triliun. Belum lagi bantuan dari masyarakat dari berbagai pulau untuk membantu kesusahan masyarakat Aceh.Sekarang ada masyarakatnya merasa tidak puas ? 53",positif,2,netral,80,"Menyampaikan informasi alokasi dana dan bantuan, dengan pertanyaan retoris yang tidak menunjukkan sentimen kuat dari penulis tweet.",True
4053,"Membalas @99propaganda @are_inismyname dan 5 lainnya Bagaimana Bapak Presiden Republik Indonesia menolak bantuan Asing ? Rakyat yg dipelosok masih dibiarkan menghadapi bencana banjir, kelaparan, berjuang bertahan hidup hingga kematian 1 bulan paska bencana! Harga Diri Apa yang Kau Maksud Bapak Presiden Republik Indonesia! 35",negatif,0,negatif,98,Mengungkapkan kemarahan dan kritik keras terhadap pemerintah yang dianggap menolak bantuan asing sementara rakyat menderita.,False
4063,salut sama dedikasi POLRI dalam menangani korban banjir di Sumatera. Semoga bantuan yg disalurkan bisa tepat sasaran dan bawa kebaikan utk semuanya 20,negatif,0,positif,95,Mengungkapkan apresiasi dan harapan baik terhadap dedikasi Polri.,True
4073,"NU Care-LAZISNU bersama NU Peduli melanjutkan penyaluran bantuan kemanusiaan kepada warga terdampak banjir bandang di Banda Tangah, Jorong Gando dan Cacang Batu, Jorong Subarang, Kabupaten Solok, Sumatra Barat. Bantuan berupa air minum, beras, paket sembako, dan kebutuhan lainnya Tampilkan lebih banyak 1 176",positif,2,positif,90,Melaporkan kegiatan penyaluran bantuan kemanusiaan yang merupakan tindakan positif.,False
4105,"Membalas @VIVAcoid @VIVAcoid ; kondisi yg masih sedemikian parah , apakah banjir bandang Sunatera masih layak dikatakan bencana lokal ?? 8 23 74 3 rb",negatif,0,negatif,85,Pertanyaan retoris yang menyiratkan kritik bahwa kondisi banjir sangat parah dan tidak layak disebut bencana lokal.,False
4106,"Membalas @saturngguk Ya Allah, kok begini parah pemimpin Negeri ini. Mrk sama sekali tdk memhami apa yg dibutuhkan rakyat yg kena musibah, tdk memahami hati yg luluh-lantak diterjang banjir, tdk memahami orangtua yg kehilangan semuanya. Cabutlah jabtan Mrk ya Allah, gantilah dg pemimpin yg baik. 16",negatif,0,negatif,98,"Mengungkapkan kekecewaan dan kemarahan yang mendalam terhadap pemimpin, disertai doa negatif.",False
4130,"Membalas @susipudjiastuti @prabowo dan @setkabgoid Presiden guoblok pooolll, banjir parah di Sumatera gak diambil pelajarannya. 1 38",negatif,0,negatif,98,Mengandung kata-kata kasar dan kritik keras terhadap presiden terkait penanganan banjir.,False
4133,Kaget karena sahabat gue di aceh tamiang. Bener bener aceh yg paling parah kena banjir bandang Na gue udah ikhlas sama kondisi apapun lu... tp pls gue ttp berdoa lu masih hidup na 35,negatif,0,negatif,90,Mengungkapkan kekhawatiran dan ketakutan akan keselamatan sahabat yang terdampak banjir parah.,False
4134,"50 helikopter kurang pak. Aceh paling parah terkena banjir seluas hampir 5 juta Ha , Sumbar 500.000 Ha, Sumut 400.000. Wilayah terdampak mencakup sekitar 50 kabupaten/kota, ribuan desa, dan lebih dari 3,3 juta penduduk. Korban jiwa total mencapai 1.030 orang, dengan pengungsi.. 1 7 6 649",negatif,0,negatif,90,"Menyatakan bahwa bantuan tidak cukup dan memberikan data dampak bencana yang parah, menyiratkan kritik atau keprihatinan.",False
4160,"Apakah ini Aceh? No. Sumbar? No. Sibolga? No. Ini di Kalimantan Selatan. Deforestasi besar2an seluruh daerah akan rawan banjir dan longsor. Yg panen cuan pengusaha tambang, Kayu dan Perkebunan. Rugi besar Negara dan Rakyatnya. Putus kita @prabowo , putus! 5 7 613",negatif,0,negatif,95,Mengkritik deforestasi sebagai penyebab banjir dan menyalahkan pengusaha serta pemerintah.,False
4162,"Kemenperin Salurkan Bantuan Untuk Korban Bencana Banjir di Aceh, Sumut, dan Sumbar Menteri Perindustrian, Agus Gumiwang #golkarpedia #partaigolkar #bahlillahadalia #dprri #agusgumiwang 3 1 55",negatif,0,positif,90,"Melaporkan penyaluran bantuan untuk korban bencana, yang merupakan tindakan positif.",True
4167,"Membalas @tvOneNews • Lewat PT Tusam Hutan Lestari, PRABOWO memiliki Hutan Tanaman Industri (HTI) yg berada di HULU SUNGAI yg terdampak Banjir Bandang di Aceh Sumut Sumbar. • HTI BERKONTRIBUSI pd KERUSAKAN EKOLOGI! 5 185",negatif,0,negatif,95,Mengkritik keterlibatan Prabowo dalam HTI yang dianggap berkontribusi pada kerusakan ekologi dan banjir.,False
4181,Membalas @volcaholic1 banjir susulan yang masih terjadi di sumbar. kini pemerintah masih terus mengupayakan bantuan untuk warga di sumbar 59 3 3 118,negatif,0,netral,90,Memberikan informasi faktual tentang banjir susulan dan upaya pemerintah menyalurkan bantuan.,True
4183,"Pengurus Pusat Taman Iskandar Muda (PPTIM) mendesak agar Presiden RI, Prabowo Subianto untuk segera menetapkan status darurat bencana nasional terhadap banjir dan tanah longsor yang melanda Aceh, Sumut dan Sumbar. #BanjirLandaAceh aceh.tribunnews.com PPTIM Usul Bentuk Badan Pemulihan & Pembangunan Pascabencana, Desak Tetapkan Status Darurat... Selain penetapan status bencana nasional, mereka juga mengusul dibentuk badan yang secara terintegrasi mampu menjadi unit kerja untuk pemulihan 112",negatif,0,netral,85,"Melaporkan desakan atau usulan kepada pemerintah, yang merupakan informasi faktual tanpa emosi kuat.",True
4209,"OJK beri relaksasi pembiayaan bagi debitur terdampak banjir & longsor di Aceh, Sumut, dan Sumbar. Berlaku sejak 10 Desember 2025 hingga 3 tahun ke depan untuk bantu pemulihan ekonomi. #OJK #RelaksasiPembiayaan #Bencana 34",positif,2,positif,90,Memberikan informasi tentang relaksasi pembiayaan oleh OJK yang bertujuan membantu pemulihan ekonomi.,False
4226,"Tsunami 2004 16 Kabupaten dan Kota di Aceh terdampak (Bencana Nasional). Bencana Banjir - Longsor 2025 18 Kabupaten dan Kota di Aceh terdampak + Juga 3 Provinsi (Sumut, Sumbar dan Riau) Humas Pemerintah Aceh 6 194 373 13 rb",netral,1,netral,95,Menyajikan perbandingan data dampak bencana secara faktual.,False
4233,Membalas @Gendoet3G Mikir napa kapolri keluarkan per pol saat terjadi banjir bandang bencana di Aceh Sumut dan Sumbar. 1 25,negatif,0,negatif,80,Menyiratkan kritik atau pertanyaan skeptis terhadap tindakan Kapolri di tengah bencana.,False
4247,"Apa Yang Membuat Pemerintah Pusat Belum Menetapkan Bencana Banjir Bandang Sumatera (Aceh, Sumut, Sumbar) Sebagai Bencana Nasional??? #banjirbandang #sumatera #aceh #info #berita 39",negatif,0,negatif,90,Pertanyaan retoris yang menunjukkan ketidakpuasan atau kritik terhadap pemerintah pusat yang belum menetapkan status bencana nasional.,False
4249,"323 Dapur MBG/SPPG hadir melayani warga terdampak bencana banjir di Aceh, Sumut, & Sumbar. ​Kepala BGN Dadan Hindayana pastikan anggaran SPPG di wilayah bencana selalu tersedia. Ini bukti negara hadir saat rakyat membutuhkan gizi seimbang. 73",positif,2,positif,95,"Melaporkan kehadiran dan ketersediaan bantuan serta menegaskan kehadiran negara, bernada positif.",False
4254,Membalas @kumparan Parah banget tapi LEBIH PARAH BENCANA DI ACEH MEDAN SUMBAR YANG GAK DPT PERHATIAN PEMERINTAH SMP BANYAK ORG MENINGGAL KELAPARAN BUKAN KRN KENA BANJIR 784,negatif,0,negatif,98,Mengungkapkan kemarahan dan kritik keras terhadap pemerintah yang dianggap tidak memperhatikan bencana di Sumatera.,False
4265,anjing ah motor mogok 1 15,negatif,0,negatif,95,Mengungkapkan kekesalan dengan kata umpatan karena motor mogok.,False
4267,"buat kang bengkel yg curang, gak jujur gw sumpahin ya lo pada rejekinya seret, bengkel lo bangkrut, dan lo sakit2an. masa motor baru gw service, udh ganti komponen2nya pake yg baru eh gk lama mogok lagi? pdhl gk prnh nabrak atau jatuh tapi rusak sendiri gitu aja 1 293",negatif,0,negatif,98,Mengungkapkan kemarahan dan sumpah serapah terhadap bengkel yang curang.,False
4271,"Banjir rob merendam jalan di kawasan Jakarta International Stadium (JIS) pagi ini. Ketinggian air bahkan mencapai 50 cm hingga banyak motor mogok akibat nekat terjang banjir. Video: Jalan di Kawasan JIS Terendam Banjir Rob, Sejumlah Motor Mogok Dari 20.detik.com 3 rb",positif,2,netral,95,Melaporkan kejadian banjir rob dan dampaknya secara faktual.,True
4276,"dah 2 kali dibangunin gara gara motor mogok disuruh jemput buat tukeran motor, rewel banget motornya minta ke bengkel mulu jir 21",negatif,0,negatif,90,Mengungkapkan kekesalan dan frustrasi karena motor sering mogok.,False
4281,"Cape ngurus motor ieu, meulina mah murah. Ririwitna moal aya:( Jaba jibrug jaba mogok anzeeeengglah 2 1 380",negatif,0,negatif,95,Mengungkapkan kekesalan dan frustrasi yang mendalam karena motor rewel dan mogok.,False
4283,capek bgt anjir tiap mau benerin hp mesti motor mogok lah apalah 13,negatif,0,negatif,90,Mengungkapkan kekesalan dan frustrasi karena motor mogok.,False
4287,Relawan paruh baya yang setiap hari mengantarkan air bersih dari posko kami di Nagan Raya masih sempat membantu menarik mobil mogok di jalan. Pak Adri ini saat tsunami dulu wara-wiri dgn mayat korban di Aceh Barat dan Nagan Raya. Hari ini pun tak mau tinggal diam. 11 37 1 rb,negatif,0,positif,95,Mengapresiasi dedikasi relawan yang terus membantu di tengah kesulitan.,True
4289,Anggota Pos Terpadu Zero Point bantu dorong mobil masyarakat yang mogok di jalan raya. #PolriPresisi #PolresminutHEBAT #Polriuntukmasyarakat #opslilinsamrat2025 #pospam 13,netral,1,positif,90,"Melaporkan tindakan bantuan oleh anggota Polri, menunjukkan dukungan dan pelayanan.",True
4295,"Pembangunan Rumah Korban Bencana mulai jalan nih, Presiden Prabowo gas pol buat Prabowo Pulihkan PascaBencana biar korban gak lama-lama ngungsi di tenda suaradewata.com Presiden Prabowo Tegaskan Pemerintah Siap Bangun Hunian Sementara utk Korban Banjir Sumatera Oleh : Putroe Siron )* Komitmen pemerintah dalam mempercepat pemulihan pascabencana banjir di wilayah Sumatera kembali ditegaskan oleh Presiden Prabowo Subianto. Penegasan tersebut disampaikan saat... 32",negatif,0,positif,95,"Melaporkan komitmen dan tindakan pemerintah untuk membangun hunian bagi korban bencana, bernada positif.",True
4297,"Membalas @dmssptr08 dan @indepenSumatera bayangin dari pulau Jawa itu kan yang kena banjir tiga provinsi tuh (yang Sumatera) nah di gambarin pulau Jawa disitu tapi yang selamat cuma yang di madura. karena madura posisi dipeta ada di pekanbaru, gak selamat kan pulau lainnya kalian ngungsi sementara orang madura santuy 96",netral,1,netral,70,"Menggambarkan skenario hipotetis terkait dampak banjir dan lokasi geografis, lebih bersifat informatif/narasi.",True
4311,"Gaslighting publik itu gampang. Tapi reality check datang pas banjir, rakyat ngungsi, dan pemimpin malah umrah tanpa izin. Teguran Presiden di momen krusial ini penting banget: negara gak boleh toleransi pemimpin yang kabur pas rakyat lagi susah. merdeka.com Presiden Prabowo Tegur Bupati Aceh Selatan Mirwan M.S. yang Umrah Saat Bencana, Sebut Sikap Desersi Presiden Prabowo Subianto tegur keras Bupati Aceh Selatan Mirwan M.S. yang nekat umrah saat wilayahnya dilanda bencana banjir dan longsor, menyebutnya sebagai desersi dan berujung pemberhentian dari... 36",negatif,0,negatif,98,Mengkritik keras tindakan pemimpin yang meninggalkan rakyat saat bencana dan mendukung teguran presiden.,False
4315,"Samalanga kabupaten Bireuen Provinsi Aceh, sedang diguyur hujan dan lokasi ini pernah ngungsi akibat banjir kemarin 130",netral,1,netral,90,Memberikan informasi faktual tentang kondisi cuaca dan riwayat banjir di suatu lokasi.,False
4337,"Terkaget kaget atau shock krn bestieku yg jadi perantau dari BDG ke Medan krn ikut suami kerja disana harus ngungsi di posko bencana alam di wilayah sekitar akibat banjir bandang yang terkena dampak di Aceh, Sumatra Utara dan Sumatra Barat. Stay safe kalian semua! 70",negatif,0,negatif,90,Mengungkapkan keterkejutan dan kekhawatiran atas kondisi teman yang harus mengungsi akibat banjir.,False
4366,"bencana di pulau sumatera ini (aceh-sumut-sumbar) belom ditetapkan sebagai bencana nasional padahal banjir disini udah siaga 1, demi Allah gada satupun tempat yg gak terkena banjir. kami semua ngungsi di mesjid dan tempat ibadah lain, mati lampu dan gada jaringan, kami terisolir. 14 13 61 3 rb",netral,1,negatif,98,"Mengungkapkan keluhan dan keputusasaan atas kondisi banjir yang parah, kurangnya perhatian pemerintah, dan isolasi.",True
4369,alhamdullilah keluargaku masih aman kondisinya cuma masih tetap jaga-jaga buat ngungsi karena kita gapernah tau cuaca. karena kalo didaerahku hujan udah berhenti aku gatau ya kenapa kalo disini agak susah dapet info tentang banjir disumatera tapi kalo diig dan tiktok- 1 77,netral,1,netral,80,"Memberikan informasi tentang kondisi keluarga yang aman namun tetap waspada, serta kesulitan mendapatkan informasi.",False
4379,"Akun penggemar maaf banget ya moots kalo twt aku berisik soal bencana alam di Sumatera, beneran gak tega hati karena ada beberapa mutualku yg terdampak rumahnya banjir sampe sepinggang (alhamdulillah udah ngungsi). plis tetep berisik soal bencana alam ini drpd tumblr anitaasu itu pliss 36",negatif,0,negatif,90,"Mengungkapkan rasa tidak tega dan keprihatinan mendalam terhadap korban banjir, serta desakan untuk terus menyuarakan bencana.",False
4382,"Membalas @marikitaparty dan @wildrafts Alhamdulillah aman ecy, udah pada ngungsi dari kemaren, cuma ya itu, longsor, banjir di mana2, hujan ga berenti2, dan keluarga susah dihubungi soalnya gangguan sinyal, listrik padam 1 35",negatif,0,netral,85,"Memberikan informasi tentang kondisi keluarga yang aman setelah mengungsi, namun juga melaporkan kondisi sulit.",True
4395,"Membalas @santiicuitcuit dan @pshfly3424 Iya aku sempat baca tweetnya yg pas ngungsi karena banjir, tapi yg abis gempa belum ada update kayanya internetnya mati juga 68",negatif,0,netral,85,Memberikan informasi tentang kurangnya update berita karena gangguan internet.,True
4399,"Jujur, kena banjir itu ga enak banget. Barang abis, ga bisa tidur karena air dimana2, ga tenang takut air makin naik, kalo ada lantai 2 ya syukur bisa ngungsi ke atas dulu lah kl ga ada? Aduh nyiksa banget, belum lagi pas udahan banjirnya harus bersihin lumpur dll 13 127 292 14 rb",negatif,0,negatif,98,"Mengungkapkan keluhan dan penderitaan yang dialami akibat banjir, termasuk kerugian dan ketidaknyamanan.",False
4422,"Yg di medan kata gua siap siaga deh. Beberapa uda padam listrik dan internet. Bahkan daerah kota uda banjir tinggi dan mulai ngungsi. Siapin PB, tampung air, stok makanan dll gais. 6 10 698",netral,1,netral,90,Memberikan informasi peringatan dan saran persiapan menghadapi banjir.,False
4450,"Membalas @Kristiy27879988 @Ann_Gwynetha dan 3 lainnya Ada dari seminggu kena banjir rumah terendam , lemari semua sampai seleher cuma dapat bantuan roti sebungkus untuk 1 kk ada cap Kemensos 20",negatif,0,negatif,95,Mengeluhkan bantuan yang tidak memadai meskipun rumah terendam parah.,False
4455,"Hampir Seluruh Rumah Warga Desa Kapa Seperti Sumur Karena Terendam Lumpur Banjir Bandang Sebanyak 431 jiwa warga terpaksa mengungsi ke meunasah setempat. Marhalim (33), salah seorang warga, menjelaskan kondisi rumah-rumah di desanya. aceh.tribunnews.com Hampir Seluruh Rumah Warga Desa Kapa Seperti Sumur Karena Terendam Lumpur Banjir Bandang - Seramb... Banjir bandang ini mengakibatkan 18 rumah hilang, puluhan rumah lainnya rusak berat, dan tujuh pintu keude di desa setempat ikut rusak. 51",negatif,0,netral,95,Melaporkan kondisi kerusakan dan pengungsian akibat banjir bandang secara faktual.,True
4461,"PRAY FOR SUMATERA Hujan tak henti mengguyur, banjir dan longsor merenggut rasa aman saudara-saudara kita di Sumatra. Rumah terendam, jalan terputus, dan banyak keluarga terpaksa mengungsi dengan harap yang tinggal setipis doa. Ayo berdonasi untuk saudara kita!! 141",positif,2,positif,90,Mengajak berdonasi dan menyampaikan doa serta harapan baik untuk korban bencana.,False
4471,"Membalas @KangManto123 Bergerak membantu korban bukan omon² mulu. Korban jiwa sudah ribuan. Rumah, sawah masih banyak terendam lumpur. Presiden kok ngeles 6",negatif,0,negatif,98,Mengkritik pemerintah yang dianggap hanya bicara tanpa tindakan nyata dan 'ngeles' di tengah banyaknya korban.,False
4475,"Tips Aman Menyalakan Listrik Setelah Rumah Terendam Banjir, Keselamatan Nomor Satu Electrizen, pastikan rumah benar-benar aman sebelum menyalakan listrik kembali setelah rumah terendam banjir. Yuk simak tips dari PLN! #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh Tampilkan lebih banyak 21",netral,1,netral,90,Memberikan tips keselamatan yang bersifat informatif dan peringatan.,False
4506,"Meureudu kembali banjir. Aceh, Sumatra, Indonesia Wilayah terdampak kembali terendam malam ini (6 Desember 2025). Hujan lebat yang turun tanpa henti membuat air naik dengan cepat, merendam jalan, rumah, dan fasilitas publik. #prayforAceh 39",negatif,0,netral,90,"Melaporkan kejadian banjir dan dampaknya secara faktual, disertai tagar doa yang tidak mengubah sentimen utama.",True
4510,Wakil Menteri Kesehatan Benjamin Paulus Octavianus telah memantau wilayah banjir di Sumatera. Ia mengungkap sejumlah fasilitas kesehatan (faskes) turut terdampak dari banjir. Setidaknya ada 31 rumah sakit dan 156 Puskesmas yang terendam banjir di Sumatera. >> Tampilkan lebih banyak 1 5 8 4 rb,netral,1,netral,95,Memberikan informasi faktual tentang pemantauan dan dampak banjir terhadap fasilitas kesehatan.,False
4519,"Tips Aman Menyalakan Listrik Setelah Banjir Electrizen, pastikan rumah benar-benar aman sebelum menyalakan listrik kembali setelah rumah terendam banjir. Yuk simak tips dari PLN! #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh #PrayforSumut #PrayforSumbar #PLNUIDSulselrabar 1 16",netral,1,netral,90,Memberikan tips keselamatan yang bersifat informatif dan peringatan.,False
4538,Membalas @Nia_khalil Kota Bandar Lampung yg seumur hidup tidak pernah banjir - dalam 35 tahun terkahir... Tahun 2024 -2025 sudah dua kali banjir hingga beberapa meter diatas permukaan... Rumah warga terendam banjir saat musim hujan tiba... 1 81,negatif,0,negatif,95,"Tweet melaporkan kejadian banjir yang tidak pernah terjadi sebelumnya dan merendam rumah warga, menunjukkan situasi negatif.",False
4554,"Ryan melaporkan keluarganya di Aceh selamat usai banjir dan longsor, meski sempat hilang kontak. Jaringan telepon mulai pulih, tapi jalan terputus dan genangan air masih ada. Rumah orang tuanya terendam air setinggi pinggang. 30",negatif,0,netral,85,"Tweet melaporkan kondisi faktual pasca banjir dan longsor, termasuk kabar baik keluarga selamat namun juga dampak negatif yang masih ada.",True
4568,"Membalas @humaniesproject Coba masu ke daerah langkat, disana belum ada sama sekali bantuan dari pemerintah setempat dan masih banyak rumah yang masih terendam banjir, serta warga kesulitan mengevakuasi diri krn tak tau mau mengungsi kemana 82",negatif,0,negatif,95,Tweet mengeluhkan kurangnya bantuan pemerintah dan kesulitan warga yang rumahnya masih terendam banjir.,False
4585,"Banjir Kota Solok: 3.000+ warga mengungsi, 224 rumah terendam! Hujan deras genangi pemukiman, BPBD evakuasi darurat. Tetap waspada & bantu korban ya! #BanjirSolok #SumbarBencana #BNPB117 #mdkdriz #mdknbl 395",negatif,0,netral,80,"Tweet melaporkan informasi faktual tentang banjir dan evakuasi, disertai ajakan untuk waspada dan membantu korban.",True
4592,"Ratusan rumah warga terendam banjir diAtlas, Ulak Karang Utara, Padang, Sumatra Barat (Sumbar) pada Jumat (28/11) sekitar pukul 01.00 WIB. #PrayForSumatera Puluhan warga terpaksa harus mengungsi dari tempat tinggal masing-masing, meskipun sebagian warga memilih bertahan di Tampilkan lebih banyak 205",negatif,0,netral,85,Tweet melaporkan informasi faktual tentang ratusan rumah terendam banjir dan warga mengungsi.,True
4618,"Innalillahi wainnailaihi rojiuun longsor dan banjir bandang menghantam rumah warga di Sibolga, Provinsi Sumatera Utara. Rumah-rumah terendam dan tertimbun lumpur pekat, banyak kendaraan terseret arus. Mari kita panjatkan doa dan uluran tangan untuk saudara-saudari kita yang Tampilkan lebih banyak 16 26 979",negatif,0,netral,80,"Tweet melaporkan bencana longsor dan banjir bandang yang merusak rumah, disertai ajakan untuk berdoa dan membantu.",True
4619,Banjir Bandang dan Tanah longsor menerjang Tapanuli tengah imbas dari hujan besar kemarin. Dikabarkan 4 warga meninggal dan ribuan rumah saat ini masih terendam 15 88 259 6 rb,negatif,0,negatif,95,Tweet melaporkan bencana banjir bandang dan longsor yang menyebabkan korban jiwa dan ribuan rumah terendam.,False
4665,"Ngerasain banjir masuk rumah di bawah lutut aja stres banget, skrg liat rumah-rumah warga dsktrny di Sumatra smp gak bisa berkata2, ya Allah. Semoga warga Sumatra yang terdampak diberi kesabaran, ketabahan, dan kelapangan hati, Allah beri sebaik-baik balasan bagi yang sabar 35",negatif,0,positif,90,Tweet mengungkapkan empati dan doa untuk kesabaran serta ketabahan bagi korban banjir di Sumatra.,True
4666,"Ada yg tau minta bantuan ke mana ya ini? Teman kami di Lhoksukhon Aceh hari ini baru bisa kasih kabar, katanya berhari-hari belum ada bantuan masuk dan mereka yg di pengungsian pada kelaparan mereka semua mengungsi di masjid karena rumah semuanya hancur terbawa banjir 106",positif,2,negatif,95,Tweet meminta bantuan dan melaporkan kondisi pengungsi yang kelaparan serta rumah hancur tanpa bantuan.,True
4668,"Membalas @forthesonshine dulu 2017 pernah ngalamin banjir gede yang sampe masuk rumah, listrik padam 3 hari tapi bantuan ngalir darimana aja, timsar gercep sisir tiap rumah, diketokin satu satu. ga bisa bayangin di sumatera skala banjirnya lebih gede dan bantuan cuma dateng dari sesama warga 30",positif,2,negatif,90,Tweet membandingkan penanganan banjir di masa lalu yang baik dengan kondisi di Sumatra yang lebih parah dan kurangnya bantuan resmi.,True
4672,"Ga tega bgt liat mbak yg bantu beres"" rumah, bela""in masuk kerja demi nerima gaji mingguan buat anak-anaknya makan mana katanya wilayah dia dpt banjir susulan krn tanggul jebol dan belum dapat bantuan sama sekali, yaampun mau marah sama pemerintah 125",negatif,0,negatif,95,Tweet mengungkapkan kemarahan dan rasa tidak tega melihat korban banjir yang belum mendapat bantuan dan mengalami banjir susulan.,False
4695,Membalas @kuntilanakkkkk_ dan @tanyarlfes Keluarga di Sawang- Krueng mane- Lhok seumawe- belum bisa dihubungi sejak tadi malam. informasi terakhir banjir sudah masuk rumah dan nggak tau keadaan terakhir keluarga mengungsi dimana. 1 301,negatif,0,negatif,90,Tweet mengungkapkan kekhawatiran karena tidak bisa menghubungi keluarga yang terdampak banjir dan tidak diketahui keberadaannya.,False
4696,Membalas @tanyakanrl Sekarang di daerahku sedang mati listrik dan banjir sudah setinggi lutut. Ular-ular juga masuk ke dalam rumah 8 1 rb,negatif,0,negatif,95,"Tweet melaporkan dampak negatif banjir seperti mati listrik, air setinggi lutut, dan ular masuk rumah.",False
4702,"Banjir besar melanda Kota Medan pagi ini. Air masuk kerumah rumah Warga, Listrik Padam, Sejumlah Sekolah Libur Update korban banjir Sumut : 34 Orang meninggal , 52 Warga hilang 40 155 356 14 rb",negatif,0,negatif,95,"Tweet melaporkan banjir besar di Medan dengan dampak serius seperti korban meninggal, hilang, rumah terendam, dan listrik padam.",False
4728,"Material Banjir Tutup Jalur Lubuk Basung–Bukittinggi #Material #Banjir #Tutup #Jalur #Lubuk #Basung #Bukittinggi #Berita #Info matamaluku.com Material Banjir Tutup Jalur Lubuk Basung–Bukittinggi Lubuk Basung (MataMaluku) – Ruas jalan provinsi Sumatra Barat yang menghubungkan Kecamatan Lubuk Basung, Kabupaten Agam, dengan Kota Bukittinggi tertutup material lumpur dan bebatuan akibat meluapnya... 51",netral,1,netral,90,Tweet melaporkan informasi faktual tentang jalur jalan yang tertutup material banjir.,False
4735,"Banjir bandang menerjang sejumlah desa di Kecamatan Tebing Tinggi dan Halong, Kabupaten Balangan, Kalimantan Selatan, pada Sabtu (27/12). Derasnya air datang tiba-tiba usai hujan lebat mengguyur wilayah tersebut sejak tengah malam hingga pagi hari #ibenewsid #ibenewsid #banjir 1 71",netral,1,netral,90,Tweet melaporkan informasi faktual tentang kejadian banjir bandang di beberapa desa.,False
4739,"Penetapan status bencana nasional merupakan keputusan strategis yang butuh banyak pertimbangan. Terutama dalam menjaga kedaulatan, stabilitas nasional, dan memastikan negara tetap memimpin pemulihan. #BencanaAlam #Banjir #BNPB #PrayForSumatera #PeduliSesama 4 5 32",netral,1,netral,80,"Tweet membahas pertimbangan strategis penetapan status bencana nasional dan pemulihan, dengan sentimen dukungan melalui hashtag.",False
4740,"Durian dihadiahkan oleh warga Desa Ekan, Gayo Lues, Aceh, kepada awak helikopter TNI Angkatan Udara yang mengantar logistik. + #Banjir #Aceh ##Cut 2 26 58 7 rb",positif,2,positif,95,Tweet melaporkan tindakan apresiasi warga kepada awak helikopter TNI AU yang mengantar logistik.,False
4741,"Gotong royong seluruh pihak dalam pemulihan bencana sumatra membentuk kekuatan, sebuah mercusuar ketangguhan Nusantara #Bencana #Banjir #tanggapbencana #BanjirSumatera #NationalDisaster 5 4 32",positif,2,positif,95,Tweet mengapresiasi semangat gotong royong dan ketangguhan dalam pemulihan bencana di Sumatra.,False
