id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason,need_review,arah,kategori,kategori_manual
3456,"Tim Trauma Healing Polda Riau diturunkan untuk BKO penanganan banjir bandang di Kabupaten Agam, Sumatera Barat. good job polri #polri #PolriPeduli #PeduliBencana #PrayForSumatera 1 50",netral,1,positif,95,Menginformasikan pengiriman tim trauma healing oleh Polda Riau dan apresiasi.,True,netral -> positif,Lainnya,
3457,"Gerak cepat hadirkan pemulihan mental bagi korban bencana. Tim Trauma Healing Polda Riau diterjunkan BKO ke lokasi banjir bandang di Kabupaten Agam, Sumatera Barat. #polri #PolriPeduli #PeduliBencana #PrayForSumatera 1 62",negatif,0,positif,95,Menginformasikan pengiriman tim trauma healing untuk pemulihan mental korban bencana.,True,negatif -> positif,Lainnya,
3534,Akun parodi Pengiriman 1 Ton Rendang dari peternak ayam bertelur Sumbar untuk Aceh yang dalam perjalanan sudah memasuki daerah danau toba sumut Semoga perjalanan lancar dan segera dapat dinikmati oleh para korban banjir bandang di Aceh 8 182 394 3 rb,negatif,0,positif,90,Menginformasikan pengiriman bantuan makanan (rendang) dan harapan agar segera dinikmati korban.,True,negatif -> positif,Lainnya,
3579,"APINDO menyalurkan donasi dari Pou Chen Group Indonesia bagi korban banjir dan longsor di Aceh, Sumut, dan Sumbar bersama PMI. Sinergi dunia usaha dan kemanusiaan mempercepat pemulihan pascabencana. 6 115",negatif,0,positif,95,Menginformasikan penyaluran donasi oleh APINDO dan sinergi untuk pemulihan pascabencana.,True,negatif -> positif,Lainnya,
3660,"Pemerintah fokus tangani aceh sumbar dan sumut dalam agenda Prabowo Pulihkan PascaBencana sekaligus mempercepat Pembangunan Rumah Korban Bencana supaya kehidupan warga normal kembali Presiden RI Prabowo Subianto Minta Pemerintah Tidak Libur, Fokus Tangani Bencana Aceh, Sumatera... Dari melansir.com 29",negatif,0,positif,90,Melaporkan fokus pemerintah dalam penanganan dan pemulihan pascabencana dengan tujuan positif.,True,negatif -> positif,Lainnya,
3674,Membalas @SanieTuyeGoblok dan @prabowo Banyak yg menarasikan BANTUAN PRESIDEN @prabowo yg ditempel foto seakan beliau mengejek Aceh dan Sumbar dengan menampilkan data kekalahan beliau di sana. Padahal yg namanya BANTUAN PRESIDEN sejak jaman SBY pun WAJIB tertulis BANTUAN PRESIDEN. Terserah Presiden pake foto atau ga. 67,positif,2,negatif,80,"Membahas narasi negatif dan kritik terhadap bantuan presiden, meskipun mencoba memberikan klarifikasi.",True,positif -> negatif,Sarkasme,
3683,"Pulau Jawa dari kemaren ujan terus, Aceh, Sumbar, Sulawesi sama Kalsel gimana ya kabarnya ;( semoga mereka baik baik aja dan gaada korban lagi aamiin 38",negatif,0,positif,90,Mengungkapkan kekhawatiran dan doa untuk keselamatan korban bencana.,True,negatif -> positif,Lainnya,
3708,BP Taskin menempatkan kemanusiaan sebagai titik awal pemulihan pasca bencana melalui peninjauan lapangan di Aceh bersama Budiman Sudjatmiko #BPTaskinFokusPascaBencana Ancaman Lonjakan Kemiskinan Sumbar Pasca Bencana Jadi Perhatian Khusus BP Taskin - harianhaluan.id Dari harianhaluan.id 47,negatif,0,positif,90,Melaporkan upaya positif dan perhatian khusus terhadap pemulihan pascabencana.,True,negatif -> positif,Informational,
3716,Upaya pengentasan kemiskinan pasca bencana dimulai dari kehadiran di lapangan. BP Taskin menunjukkan komitmen itu di Aceh di bawah arahan Budiman Sudjatmiko dengan fokus pemulihan yang berkelanjutan #BPTaskinFokusPascaBencana Ancaman Lonjakan Kemiskinan Sumbar Pasca Bencana Jadi Perhatian Khusus BP Taskin - harianhaluan.id Dari harianhaluan.id 11,negatif,0,positif,90,Melaporkan komitmen dan upaya positif untuk pengentasan kemiskinan pascabencana.,True,negatif -> positif,Informational,
3724,Akun parodi Langkah cepat BP Taskin di Aceh menegaskan bahwa tanggap darurat harus dibarengi rencana pemulihan. Budiman Sudjatmiko memastikan pendekatan profesional berjalan seiring dengan misi #BPTaskinFokusPascaBencana Ancaman Lonjakan Kemiskinan Sumbar Pasca Bencana Jadi Perhatian Khusus BP Taskin - Harian Haluan Dari harianhaluan.id 12,negatif,0,positif,90,Melaporkan langkah cepat dan pendekatan profesional dalam penanganan bencana.,True,negatif -> positif,Informational,
3744,"Kepala Kepolisian Daerah Sumatera Selatan Beserta Staff dan Bhayangkari Mengucapkan Selamat Natal 2025 & Tahun Baru 2026 Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi : Call Center : 110 (Bebas Pulsa) ""KAMI SIAP MELAYANI 24 JAM"" #musisatu #kapoldasumsel Tampilkan lebih banyak 2 2 93",negatif,0,positif,90,Mengucapkan selamat dan menawarkan layanan bantuan kepolisian.,True,negatif -> positif,Kritik,
3745,"Perjalan hari ke-3 tim Polda Sumsel mengirimkan bantuan sosial ke Aceh dan Sumut Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi : Call Center : 110 (Bebas Pulsa) ""KAMI SIAP MELAYANI 24 JAM"" #musisatu #kapoldasumsel #humaspoldasumsel #poldasumsel Tampilkan lebih banyak 47",negatif,0,positif,90,Melaporkan pengiriman bantuan sosial dan kesiapan pelayanan polisi.,True,negatif -> positif,Kritik,
3871,"bencana banjir dan longsor melanda sumatra, ribuan rumah terendam dan puluhan orang hilang. Pemerintah Hadir Tanpa Tunda cepet bgt ngirim bantuan dan tim sar buat evakuasi dan distribusi logistik ke daerah terdampak. #SatuIndonesia 7",negatif,0,netral,85,Melaporkan fakta bencana dan respons cepat pemerintah dalam mengirimkan bantuan.,True,negatif -> netral,Lainnya,
3878,"Duka Sumatra adalah duka kita semua. Di tengah masa sulit akibat banjir dan longsor di Aceh, Sumut, dan Sumbar, Pemerintah Hadir Tanpa Tunda untuk menyalurkan bantuan logistik dan evakuasi warga. Mari kita rapatkan barisan, saling bantu untuk saudara kita. #SatuIndonesia 33",negatif,0,positif,95,"Mengungkapkan empati, melaporkan tindakan pemerintah, dan mengajak untuk saling membantu.",True,negatif -> positif,Lainnya,
3885,"banyak warga terdampak banjir di sumatera harus meninggalkan rumahnya, sehingga evakuasi, distribusi logistik, dan bantuan kesehatan terus diperkuat Pemerintah Hadir Tanpa Tunda untuk memastikan semua kebutuhan masyarakat #SatuIndonesia 29",negatif,0,positif,90,Melaporkan upaya pemerintah yang kuat dan cepat dalam evakuasi dan distribusi bantuan.,True,negatif -> positif,Lainnya,
3912,"Pemerintah serius & all out bantu korban banjir di Sumatera, dari evakuasi sampai bantuan logistik terus jalan. Soal ancaman DPRD Sumut yang bawa isu pemisahan, itu jelas nggak tepat. Negara fokus ke kemanusiaan & penanganan bencana, bukan politik tekanan. 33",negatif,0,positif,90,Mengapresiasi keseriusan pemerintah dalam membantu korban banjir dan fokus pada kemanusiaan.,True,negatif -> positif,Lainnya,
3922,"Banjir dan longsor di Aceh, Sumut, dan Sumbar menewaskan 1.016 orang, 212 hilang. Bantuan pangan, logistik, dan kesehatan disalurkan JNE, Baznas, Bank Mandiri, Rumah Zakat, dan pemerintah, sementara evakuasi dan pemulihan akses terus berjalan. 1 1 87",negatif,0,netral,90,Melaporkan fakta jumlah korban dan upaya penyaluran bantuan serta evakuasi.,True,negatif -> netral,Lainnya,
3967,"Relawan Rumah Zakat berhasil melakukan evakuasi korban banjir di Kebun Sawit Salereh Aia Barat, Kecamatan. Palembayan, Kabupaten Agam, Sumatera Barat.Selasa, 09 Desember 2025, pukul 10.15 WIB Lumpur sedalam 1 meter, jadi salah satu kendala ketika proses evakuasi dilakukan. Tampilkan lebih banyak 2 4 270",negatif,0,netral,90,Melaporkan keberhasilan evakuasi oleh relawan meskipun ada kendala.,True,negatif -> netral,Lainnya,
3968,"Update terkini BNPB: Penanganan banjir dan longsor di Aceh, Sumut, dan Sumbar terus dilakukan secara terkoordinasi. Tim gabungan bergerak aktif melakukan evakuasi, pendataan, hingga distribusi bantuan. Live Konferensi Pers BNPB youtube.com BNPB Indonesia The Indonesia National Disaster Management Authority 48",positif,2,netral,95,Memberikan informasi faktual tentang penanganan bencana yang terkoordinasi.,True,positif -> netral,Informational,
3969,"Update terbaru dari BNPB: Tim gabungan terus bergerak menangani banjir dan longsor di Aceh, Sumut, dan Sumbar. Upaya evakuasi, distribusi bantuan, dan pemulihan wilayah terdampak dilakukan secara terkoordinasi. Live Konferensi Pers BNPB youtube.com BNPB Indonesia The Indonesia National Disaster Management Authority 41",positif,2,netral,95,Memberikan informasi faktual tentang upaya penanganan bencana yang terkoordinasi.,True,positif -> netral,Informational,
4023,𝐁𝐍𝐏𝐁 𝐏𝐚𝐬𝐭𝐢𝐤𝐚𝐧 𝐋𝐨𝐠𝐢𝐬𝐭𝐢𝐤 𝐓𝐚𝐤 𝐌𝐞𝐧𝐠𝐞𝐧𝐝𝐚𝐩 𝐝𝐢 𝐒𝐞𝐥𝐮𝐫𝐮𝐡 𝐏𝐨𝐬𝐤𝐨 𝐁𝐞𝐧𝐜𝐚𝐧𝐚 Pengiriman bantuan logistik untuk masyarakat yang terdampak bencana banjir dan longsor di Sumatra dilakukan secepat mungkin. Badan Nasional Penanggulangan Bencana Tampilkan lebih banyak 74,positif,2,netral,95,Informasi faktual tentang upaya BNPB memastikan logistik tidak mengendap.,True,positif -> netral,Lainnya,
4038,"Membalas @indepenSumatera Bencana banjir bandang di 3 Provinsi, Pemerintah mengalokasikan Aceh 25 triliun, Sumatera Utara 13 triliun, Sumatera Barat 13 triliun. Belum lagi bantuan dari masyarakat dari berbagai pulau untuk membantu kesusahan masyarakat Aceh.Sekarang ada masyarakatnya merasa tidak puas ? 53",positif,2,netral,80,"Menyampaikan informasi alokasi dana dan bantuan, dengan pertanyaan retoris yang tidak menunjukkan sentimen kuat dari penulis tweet.",True,positif -> netral,Lainnya,
4063,salut sama dedikasi POLRI dalam menangani korban banjir di Sumatera. Semoga bantuan yg disalurkan bisa tepat sasaran dan bawa kebaikan utk semuanya 20,negatif,0,positif,95,Mengungkapkan apresiasi dan harapan baik terhadap dedikasi Polri.,True,negatif -> positif,Apresiasi,
4162,"Kemenperin Salurkan Bantuan Untuk Korban Bencana Banjir di Aceh, Sumut, dan Sumbar Menteri Perindustrian, Agus Gumiwang #golkarpedia #partaigolkar #bahlillahadalia #dprri #agusgumiwang 3 1 55",negatif,0,positif,90,"Melaporkan penyaluran bantuan untuk korban bencana, yang merupakan tindakan positif.",True,negatif -> positif,Lainnya,
4181,Membalas @volcaholic1 banjir susulan yang masih terjadi di sumbar. kini pemerintah masih terus mengupayakan bantuan untuk warga di sumbar 59 3 3 118,negatif,0,netral,90,Memberikan informasi faktual tentang banjir susulan dan upaya pemerintah menyalurkan bantuan.,True,negatif -> netral,Sarkasme,
4183,"Pengurus Pusat Taman Iskandar Muda (PPTIM) mendesak agar Presiden RI, Prabowo Subianto untuk segera menetapkan status darurat bencana nasional terhadap banjir dan tanah longsor yang melanda Aceh, Sumut dan Sumbar. #BanjirLandaAceh aceh.tribunnews.com PPTIM Usul Bentuk Badan Pemulihan & Pembangunan Pascabencana, Desak Tetapkan Status Darurat... Selain penetapan status bencana nasional, mereka juga mengusul dibentuk badan yang secara terintegrasi mampu menjadi unit kerja untuk pemulihan 112",negatif,0,netral,85,"Melaporkan desakan atau usulan kepada pemerintah, yang merupakan informasi faktual tanpa emosi kuat.",True,negatif -> netral,Informational,
4271,"Banjir rob merendam jalan di kawasan Jakarta International Stadium (JIS) pagi ini. Ketinggian air bahkan mencapai 50 cm hingga banyak motor mogok akibat nekat terjang banjir. Video: Jalan di Kawasan JIS Terendam Banjir Rob, Sejumlah Motor Mogok Dari 20.detik.com 3 rb",positif,2,netral,95,Melaporkan kejadian banjir rob dan dampaknya secara faktual.,True,positif -> netral,Lainnya,
4287,Relawan paruh baya yang setiap hari mengantarkan air bersih dari posko kami di Nagan Raya masih sempat membantu menarik mobil mogok di jalan. Pak Adri ini saat tsunami dulu wara-wiri dgn mayat korban di Aceh Barat dan Nagan Raya. Hari ini pun tak mau tinggal diam. 11 37 1 rb,negatif,0,positif,95,Mengapresiasi dedikasi relawan yang terus membantu di tengah kesulitan.,True,negatif -> positif,Sarkasme,
4289,Anggota Pos Terpadu Zero Point bantu dorong mobil masyarakat yang mogok di jalan raya. #PolriPresisi #PolresminutHEBAT #Polriuntukmasyarakat #opslilinsamrat2025 #pospam 13,netral,1,positif,90,"Melaporkan tindakan bantuan oleh anggota Polri, menunjukkan dukungan dan pelayanan.",True,netral -> positif,Apresiasi,
4295,"Pembangunan Rumah Korban Bencana mulai jalan nih, Presiden Prabowo gas pol buat Prabowo Pulihkan PascaBencana biar korban gak lama-lama ngungsi di tenda suaradewata.com Presiden Prabowo Tegaskan Pemerintah Siap Bangun Hunian Sementara utk Korban Banjir Sumatera Oleh : Putroe Siron )* Komitmen pemerintah dalam mempercepat pemulihan pascabencana banjir di wilayah Sumatera kembali ditegaskan oleh Presiden Prabowo Subianto. Penegasan tersebut disampaikan saat... 32",negatif,0,positif,95,"Melaporkan komitmen dan tindakan pemerintah untuk membangun hunian bagi korban bencana, bernada positif.",True,negatif -> positif,Lainnya,
4366,"bencana di pulau sumatera ini (aceh-sumut-sumbar) belom ditetapkan sebagai bencana nasional padahal banjir disini udah siaga 1, demi Allah gada satupun tempat yg gak terkena banjir. kami semua ngungsi di mesjid dan tempat ibadah lain, mati lampu dan gada jaringan, kami terisolir. 14 13 61 3 rb",netral,1,negatif,98,"Mengungkapkan keluhan dan keputusasaan atas kondisi banjir yang parah, kurangnya perhatian pemerintah, dan isolasi.",True,netral -> negatif,Lainnya,
4382,"Membalas @marikitaparty dan @wildrafts Alhamdulillah aman ecy, udah pada ngungsi dari kemaren, cuma ya itu, longsor, banjir di mana2, hujan ga berenti2, dan keluarga susah dihubungi soalnya gangguan sinyal, listrik padam 1 35",negatif,0,netral,85,"Memberikan informasi tentang kondisi keluarga yang aman setelah mengungsi, namun juga melaporkan kondisi sulit.",True,negatif -> netral,Apresiasi,
4395,"Membalas @santiicuitcuit dan @pshfly3424 Iya aku sempat baca tweetnya yg pas ngungsi karena banjir, tapi yg abis gempa belum ada update kayanya internetnya mati juga 68",negatif,0,netral,85,Memberikan informasi tentang kurangnya update berita karena gangguan internet.,True,negatif -> netral,Informational,
4455,"Hampir Seluruh Rumah Warga Desa Kapa Seperti Sumur Karena Terendam Lumpur Banjir Bandang Sebanyak 431 jiwa warga terpaksa mengungsi ke meunasah setempat. Marhalim (33), salah seorang warga, menjelaskan kondisi rumah-rumah di desanya. aceh.tribunnews.com Hampir Seluruh Rumah Warga Desa Kapa Seperti Sumur Karena Terendam Lumpur Banjir Bandang - Seramb... Banjir bandang ini mengakibatkan 18 rumah hilang, puluhan rumah lainnya rusak berat, dan tujuh pintu keude di desa setempat ikut rusak. 51",negatif,0,netral,95,Melaporkan kondisi kerusakan dan pengungsian akibat banjir bandang secara faktual.,True,negatif -> netral,Lainnya,
4506,"Meureudu kembali banjir. Aceh, Sumatra, Indonesia Wilayah terdampak kembali terendam malam ini (6 Desember 2025). Hujan lebat yang turun tanpa henti membuat air naik dengan cepat, merendam jalan, rumah, dan fasilitas publik. #prayforAceh 39",negatif,0,netral,90,"Melaporkan kejadian banjir dan dampaknya secara faktual, disertai tagar doa yang tidak mengubah sentimen utama.",True,negatif -> netral,Lainnya,
4554,"Ryan melaporkan keluarganya di Aceh selamat usai banjir dan longsor, meski sempat hilang kontak. Jaringan telepon mulai pulih, tapi jalan terputus dan genangan air masih ada. Rumah orang tuanya terendam air setinggi pinggang. 30",negatif,0,netral,85,"Tweet melaporkan kondisi faktual pasca banjir dan longsor, termasuk kabar baik keluarga selamat namun juga dampak negatif yang masih ada.",True,negatif -> netral,Sarkasme,
4585,"Banjir Kota Solok: 3.000+ warga mengungsi, 224 rumah terendam! Hujan deras genangi pemukiman, BPBD evakuasi darurat. Tetap waspada & bantu korban ya! #BanjirSolok #SumbarBencana #BNPB117 #mdkdriz #mdknbl 395",negatif,0,netral,80,"Tweet melaporkan informasi faktual tentang banjir dan evakuasi, disertai ajakan untuk waspada dan membantu korban.",True,negatif -> netral,Informational,
4592,"Ratusan rumah warga terendam banjir diAtlas, Ulak Karang Utara, Padang, Sumatra Barat (Sumbar) pada Jumat (28/11) sekitar pukul 01.00 WIB. #PrayForSumatera Puluhan warga terpaksa harus mengungsi dari tempat tinggal masing-masing, meskipun sebagian warga memilih bertahan di Tampilkan lebih banyak 205",negatif,0,netral,85,Tweet melaporkan informasi faktual tentang ratusan rumah terendam banjir dan warga mengungsi.,True,negatif -> netral,Mixed sentiment,
4618,"Innalillahi wainnailaihi rojiuun longsor dan banjir bandang menghantam rumah warga di Sibolga, Provinsi Sumatera Utara. Rumah-rumah terendam dan tertimbun lumpur pekat, banyak kendaraan terseret arus. Mari kita panjatkan doa dan uluran tangan untuk saudara-saudari kita yang Tampilkan lebih banyak 16 26 979",negatif,0,netral,80,"Tweet melaporkan bencana longsor dan banjir bandang yang merusak rumah, disertai ajakan untuk berdoa dan membantu.",True,negatif -> netral,Lainnya,
4665,"Ngerasain banjir masuk rumah di bawah lutut aja stres banget, skrg liat rumah-rumah warga dsktrny di Sumatra smp gak bisa berkata2, ya Allah. Semoga warga Sumatra yang terdampak diberi kesabaran, ketabahan, dan kelapangan hati, Allah beri sebaik-baik balasan bagi yang sabar 35",negatif,0,positif,90,Tweet mengungkapkan empati dan doa untuk kesabaran serta ketabahan bagi korban banjir di Sumatra.,True,negatif -> positif,Sarkasme,
4666,"Ada yg tau minta bantuan ke mana ya ini? Teman kami di Lhoksukhon Aceh hari ini baru bisa kasih kabar, katanya berhari-hari belum ada bantuan masuk dan mereka yg di pengungsian pada kelaparan mereka semua mengungsi di masjid karena rumah semuanya hancur terbawa banjir 106",positif,2,negatif,95,Tweet meminta bantuan dan melaporkan kondisi pengungsi yang kelaparan serta rumah hancur tanpa bantuan.,True,positif -> negatif,Sarkasme,
4668,"Membalas @forthesonshine dulu 2017 pernah ngalamin banjir gede yang sampe masuk rumah, listrik padam 3 hari tapi bantuan ngalir darimana aja, timsar gercep sisir tiap rumah, diketokin satu satu. ga bisa bayangin di sumatera skala banjirnya lebih gede dan bantuan cuma dateng dari sesama warga 30",positif,2,negatif,90,Tweet membandingkan penanganan banjir di masa lalu yang baik dengan kondisi di Sumatra yang lebih parah dan kurangnya bantuan resmi.,True,positif -> negatif,Mixed sentiment,
4774,"Genie longsor, Ya Allah banjir lagi, stay safe semua 1 126",negatif,0,netral,80,"Tweet melaporkan kejadian longsor dan banjir lagi, disertai harapan agar semua tetap aman.",True,negatif -> netral,Lainnya,
4827,Membalas @Dharma_tc dan @ganjarpranowo Di Sibolga kemarin juga ada banjir susulan.. Berilah saudara2 kami kekuatan & ketabahan ya Tuhan... Smg tdk ada korban jiwa lagi.. 1 2 4 52,negatif,0,positif,90,"Tweet melaporkan banjir susulan dan memanjatkan doa untuk kekuatan, ketabahan, serta agar tidak ada korban jiwa lagi.",True,negatif -> positif,Informational,
4837,"Bentar lagi Ramadhan, tapi saudara-saudara kita di Sumatera lagi kena musibah berat. Gimana ya nanti mereka jalani Ramadhannya di tengah masa-masa sulit ini? Semoga Ramadhan tahun ini bukan cuma tentang menahan diri, tapi juga tentang kemanusiaan. Mari peduli bencana banjir Tampilkan lebih banyak 2 3 143",negatif,0,positif,90,Tweet mengungkapkan kepedulian terhadap korban banjir menjelang Ramadhan dan mengajak untuk peduli kemanusiaan.,True,negatif -> positif,Mixed sentiment,
4839,"Membalas @zha_Erza Ya Allah, aku gak bisa bayangin butuh berapa lama buat bersih2 setelah kena lumpur kaya gitu.. semoga kamu & sekeluarga sehat selalu, dan semoga tidak ada banjir susulan lagi, aamiin 1 1 25",negatif,0,positif,90,Tweet mengungkapkan empati atas kesulitan pasca banjir dan memanjatkan doa untuk kesehatan serta tidak ada banjir susulan.,True,negatif -> positif,Sarkasme,
4896,"Hai teman teman, yayasan hoshizora @hz_foundation sedang ada penggalangan dana untuk keluarga yang terdampak banjir sumatra termasuk keluarga adik bintang Mungkin bisa bantu sebarkan supaya lebih banyak lagi keluarga yang bisa terbantu dari penggalangan ini ya 1 28 34 7 rb",negatif,0,positif,95,Tweet mengajak untuk menyebarkan informasi penggalangan dana guna membantu keluarga terdampak banjir.,True,negatif -> positif,Lainnya,
4912,Presiden @prabowo Sush tahu penyebab banjir bandang di Sumatera namun belum memerinci Yg pasti akan keluar kebijakan2 menuju kebaikan lingkungan sehingga kejadian serupa tak terjadi lagi di manapun ke depannya Ada yg deg deg an gak ya? key dan 9 lainnya 3 8 16 413,netral,1,positif,90,"Tweet melaporkan rencana kebijakan presiden untuk perbaikan lingkungan guna mencegah banjir di masa depan, menunjukkan harapan positif.",True,netral -> positif,Mixed sentiment,
4985,"Imbas banjir gede kemarin bikin jaringan pln kacau total di beberapa titik. Ada tower tumbang, fondasi rusak, akses jalan ketutup. Tapi petugas tetap gercep turun jd mohon pengertiannya ya, prosesnya lagi dikejar biar cepet nyala 49",negatif,0,netral,85,Tweet melaporkan dampak negatif banjir pada jaringan PLN namun juga menyoroti respons cepat petugas dan meminta pengertian.,True,negatif -> netral,Mixed sentiment,
5133,Penanganan Dampak Banjir di Sumatra Jadi Prioritas Nasional - Click to see also ☛ Penanganan Dampak Banjir di Sumatra Jadi Prioritas Nasional Dari thinkmedio.com 18,positif,2,netral,95,Berita faktual tentang penanganan banjir yang menjadi prioritas nasional.,True,positif -> netral,Lainnya,
5192,"Membalas @tanyarlfes Btw ada yg aneh gk sih liat banjir sumatra ni ko banyak bgt potong an kayu loh,gw yakin ini salah satu dampak pemotongan yg berlebihan ,semoga banyak yg selamat ,ya rab berikan keselamatan saudara kami di sumatra amin... 3 37 1 rb",positif,2,negatif,85,Mengungkapkan kekhawatiran tentang penyebab banjir (pemotongan kayu berlebihan) dan mendoakan keselamatan korban.,True,positif -> negatif,Sarkasme,
5204,"Miniatur banjir bandang di Sumatera, semoga Allah mengganti setiap luka dan kehilangan menjadi kekuatan dan digantikan yang lebih baik Semoga lekas membaik #prayforsumatera #miniature #diorama #AI 1 4 586",negatif,0,positif,95,Mengungkapkan doa dan harapan untuk pemulihan serta kekuatan bagi korban.,True,negatif -> positif,Lainnya,
5210,Lanud Adi Soemarmo Salurkan Bantuan Untuk Korban Bencana Alam Di Sumatera #PrayForSumatera 2 81,negatif,0,positif,95,Melaporkan penyaluran bantuan untuk korban bencana.,True,negatif -> positif,Lainnya,
5243,Membalas @chiyokaveyde Bukti penyaluran dana Charity stream kemarin #PrayForSumatera #PrayForIndonesia 1 38,netral,1,positif,95,Melaporkan bukti penyaluran dana amal.,True,netral -> positif,Lainnya,
5281,"Pemerintah terus memperkuat mitigasi dan mempercepat pemulihan di seluruh daerah terdampak bencana. Evakuasi, logistik, dan perbaikan infrastruktur bergerak sejak hari pertama #PrayForSumatera #SumateraKuat #PelukJauhSumatera #DukaSumateraDukaKita 1 3 32",negatif,0,positif,95,Melaporkan tindakan positif pemerintah dalam penanganan bencana dan menunjukkan solidaritas.,True,negatif -> positif,Lainnya,
5286,Percaya Ama @ZUL_Hasan Ama kyk percaya Dajjal masuk surga wkwkk #PrayForSumatera Relawan 12.12 Blibli AKUUU MADDYYY Amanda Zahra Senin BPN Update Cilok Filipina. 1 2 296,positif,2,negatif,90,Menggunakan sarkasme dan perbandingan negatif untuk mengkritik seorang tokoh publik.,True,positif -> negatif,Sarkasme,
5300,"Indonesia berduka bersama Sumatra. Doa dan bantuan terus mengalir, semoga Bapak Prabowo juga hadir membantu. Sumatra butuh kita. #PrayForSumatera #kitapeduli 41",negatif,0,positif,85,"Mengungkapkan duka namun juga doa, harapan bantuan, dan solidaritas.",True,negatif -> positif,Lainnya,
5351,TERHARU! Pak Prabowo mencoba makanan di dapur umum Bireun untuk korban bencana #BENCANANASIONAL #prabowo #PrayForSumatera #prayforaceh #bireun 3 60,negatif,0,positif,95,Mengekspresikan rasa terharu dan melaporkan tindakan positif seorang tokoh.,True,negatif -> positif,Lainnya,
5371,Membalas @ommi_siregar Astaghfirullahaladziim … #PrayForSumatera #StopDeforestation 23,netral,1,negatif,90,Mengekspresikan kesedihan/keterkejutan dan seruan untuk menghentikan deforestasi.,True,netral -> negatif,Lainnya,
5374,"Segenap manajemen PakeDriver menyatakan belasungkawa dan turut berduka atas musibah banjir bandang yang terjadi di wilayah Aceh, Sumut dan Sumbar. Semoga Tuhan YME memberikan ketabahan, kesabaran dan kekuatan bagi korban yang terdampak. #PrayForSumatera 128",negatif,0,positif,95,Menyatakan belasungkawa dan mendoakan ketabahan serta kekuatan bagi korban.,True,negatif -> positif,Lainnya,
5394,"Surabaya, 07/12/25. #PrayForSumatera #AllEyesOnSumatera #arekgerak #LMI #Moedaberkelana #kawanhealing 1 21 56 3 rb",netral,1,positif,90,Menggunakan hashtag yang menunjukkan solidaritas dan dukungan untuk Sumatra.,True,netral -> positif,Lainnya,
5411,guys yang open donasi buat Sumatera tapi berupa pakaian itu yang paling tepercaya dimana ya? #PrayForSumatera 119,netral,1,positif,90,"Mencari informasi untuk menyalurkan donasi, menunjukkan niat membantu.",True,netral -> positif,Mixed sentiment,
5441,Akun komentar Syukurlah rakyat kita kuat. Soalnya bantuan resmi biasanya datang setelah fase sabar habis. Bukan begitu kiranya bang @Dandhy_Laksono ? #fakta #PrayForSumatera 42,positif,2,negatif,90,Mengandung sarkasme dan kritik terhadap lambatnya bantuan resmi.,True,positif -> negatif,Informational,
5443,"gambaran laknatnya israel urusan tutup jalur bantuan kemanusiaan buat palestina, ada di negara kita sekarang ini. #PrayForSumatera #PrayForIndonesia 29",positif,2,negatif,95,Mengkritik keras situasi bantuan kemanusiaan dengan perbandingan negatif.,True,positif -> negatif,Lainnya,
5455,Membalas @aqr_community Sumatera sedang berjuang. Jangan berpaling #PrayForSumatera #PrayForAceh #BENCANANASIONAL #NATIONALDISASTER 37,positif,2,netral,80,"Menyatakan kondisi perjuangan dan seruan untuk tidak berpaling, lebih ke informasi dan ajakan.",True,positif -> netral,Lainnya,
5507,Dulu Marapi alah mambari Pasan.. Kalam Sakuliliang Tanah Data Jo Luhak Agam...... Datang Juo Salamoko..... Nan ditakuikan..... Kini Aie Baluluak Nan Marandam... #PrayForSumatera 1 72,netral,1,negatif,90,Mengungkapkan ketakutan dan kenyataan bencana banjir yang merendam.,True,netral -> negatif,Informational,
5512,Membalas @kompascom Disegerakan Pak proses Evakuasi dan bantuannya... @prabowo @BNPB_Indonesia #PrayForSumatera #AllEyesOnSumatra 304,positif,2,negatif,90,"Menuntut percepatan proses evakuasi dan bantuan, mengindikasikan ketidakpuasan atau urgensi.",True,positif -> negatif,Informational,
5536,"Tim Relawan LAZISKU Distribusikan Bantuan Menyusuri Sungai Wampu Menuju Desa Tapak Kuda yang Terisolir - Ini Kebumen #lazisku #sungaiwampu #PrayForSumatera #desatapakkuda inikebumen.com Tim Relawan LAZISKU Distribusikan Bantuan Menyusuri Sungai Wampu Menuju Desa Tapak Kuda yang... Tim Relawan LAZISKU mendistribusikan bantuan dengan menyusuri Sungai Wampu menuju Desa Tapak Kuda, Tanjung Pura, Langkat, yang Terisolir. 1 44",positif,2,netral,90,Laporan faktual tentang distribusi bantuan ke daerah terisolir.,True,positif -> netral,Lainnya,
5555,"Ada yang menyiapkan tataan menyambut tahun 2026, namun sebagian saudara kita menata kehidupan mereka dimulai dari Nol. #sumatra #banjir #PrayForSumatera 1 39",netral,1,negatif,90,Menyoroti dampak parah bencana yang membuat korban harus memulai hidup dari nol.,True,netral -> negatif,Mixed sentiment,
