id,text_with_emoticon,sentimen_old,label_llm,confidence,reason,review_label
4510,Wakil Menteri Kesehatan Benjamin Paulus Octavianus telah memantau wilayah banjir di Sumatera. Ia mengungkap sejumlah fasilitas kesehatan (faskes) turut terdampak dari banjir. Setidaknya ada 31 rumah sakit dan 156 Puskesmas yang terendam banjir di Sumatera. >> Tampilkan lebih banyak 1 5 8 4 rb,netral,netral,78,(dry-run) label simulasi untuk id 4510,
4519,"Tips Aman Menyalakan Listrik Setelah Banjir Electrizen, pastikan rumah benar-benar aman sebelum menyalakan listrik kembali setelah rumah terendam banjir. Yuk simak tips dari PLN! #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh #PrayforSumut #PrayforSumbar #PLNUIDSulselrabar 1 16",netral,netral,60,(dry-run) label simulasi untuk id 4519,
4568,"Membalas @humaniesproject Coba masu ke daerah langkat, disana belum ada sama sekali bantuan dari pemerintah setempat dan masih banyak rumah yang masih terendam banjir, serta warga kesulitan mengevakuasi diri krn tak tau mau mengungsi kemana 82",negatif,netral,59,(dry-run) label simulasi untuk id 4568,
4618,"Innalillahi wainnailaihi rojiuun longsor dan banjir bandang menghantam rumah warga di Sibolga, Provinsi Sumatera Utara. Rumah-rumah terendam dan tertimbun lumpur pekat, banyak kendaraan terseret arus. Mari kita panjatkan doa dan uluran tangan untuk saudara-saudari kita yang Tampilkan lebih banyak 16 26 979",negatif,positif,89,(dry-run) label simulasi untuk id 4618,
4665,"Ngerasain banjir masuk rumah di bawah lutut aja stres banget, skrg liat rumah-rumah warga dsktrny di Sumatra smp gak bisa berkata2, ya Allah. Semoga warga Sumatra yang terdampak diberi kesabaran, ketabahan, dan kelapangan hati, Allah beri sebaik-baik balasan bagi yang sabar 35",negatif,negatif,68,(dry-run) label simulasi untuk id 4665,
4666,"Ada yg tau minta bantuan ke mana ya ini? Teman kami di Lhoksukhon Aceh hari ini baru bisa kasih kabar, katanya berhari-hari belum ada bantuan masuk dan mereka yg di pengungsian pada kelaparan mereka semua mengungsi di masjid karena rumah semuanya hancur terbawa banjir 106",positif,positif,72,(dry-run) label simulasi untuk id 4666,
4668,"Membalas @forthesonshine dulu 2017 pernah ngalamin banjir gede yang sampe masuk rumah, listrik padam 3 hari tapi bantuan ngalir darimana aja, timsar gercep sisir tiap rumah, diketokin satu satu. ga bisa bayangin di sumatera skala banjirnya lebih gede dan bantuan cuma dateng dari sesama warga 30",positif,positif,63,(dry-run) label simulasi untuk id 4668,
4672,"Ga tega bgt liat mbak yg bantu beres"" rumah, bela""in masuk kerja demi nerima gaji mingguan buat anak-anaknya makan mana katanya wilayah dia dpt banjir susulan krn tanggul jebol dan belum dapat bantuan sama sekali, yaampun mau marah sama pemerintah 125",negatif,netral,86,(dry-run) label simulasi untuk id 4672,
4695,Membalas @kuntilanakkkkk_ dan @tanyarlfes Keluarga di Sawang- Krueng mane- Lhok seumawe- belum bisa dihubungi sejak tadi malam. informasi terakhir banjir sudah masuk rumah dan nggak tau keadaan terakhir keluarga mengungsi dimana. 1 301,negatif,negatif,66,(dry-run) label simulasi untuk id 4695,
4702,"Banjir besar melanda Kota Medan pagi ini. Air masuk kerumah rumah Warga, Listrik Padam, Sejumlah Sekolah Libur Update korban banjir Sumut : 34 Orang meninggal , 52 Warga hilang 40 155 356 14 rb",negatif,negatif,71,(dry-run) label simulasi untuk id 4702,
4728,"Material Banjir Tutup Jalur Lubuk Basung–Bukittinggi #Material #Banjir #Tutup #Jalur #Lubuk #Basung #Bukittinggi #Berita #Info matamaluku.com Material Banjir Tutup Jalur Lubuk Basung–Bukittinggi Lubuk Basung (MataMaluku) – Ruas jalan provinsi Sumatra Barat yang menghubungkan Kecamatan Lubuk Basung, Kabupaten Agam, dengan Kota Bukittinggi tertutup material lumpur dan bebatuan akibat meluapnya... 51",netral,netral,55,(dry-run) label simulasi untuk id 4728,
4735,"Banjir bandang menerjang sejumlah desa di Kecamatan Tebing Tinggi dan Halong, Kabupaten Balangan, Kalimantan Selatan, pada Sabtu (27/12). Derasnya air datang tiba-tiba usai hujan lebat mengguyur wilayah tersebut sejak tengah malam hingga pagi hari #ibenewsid #ibenewsid #banjir 1 71",netral,positif,91,(dry-run) label simulasi untuk id 4735,
4739,"Penetapan status bencana nasional merupakan keputusan strategis yang butuh banyak pertimbangan. Terutama dalam menjaga kedaulatan, stabilitas nasional, dan memastikan negara tetap memimpin pemulihan. #BencanaAlam #Banjir #BNPB #PrayForSumatera #PeduliSesama 4 5 32",netral,netral,73,(dry-run) label simulasi untuk id 4739,
4740,"Durian dihadiahkan oleh warga Desa Ekan, Gayo Lues, Aceh, kepada awak helikopter TNI Angkatan Udara yang mengantar logistik. + #Banjir #Aceh ##Cut 2 26 58 7 rb",positif,netral,96,(dry-run) label simulasi untuk id 4740,
4741,"Gotong royong seluruh pihak dalam pemulihan bencana sumatra membentuk kekuatan, sebuah mercusuar ketangguhan Nusantara #Bencana #Banjir #tanggapbencana #BanjirSumatera #NationalDisaster 5 4 32",positif,positif,70,(dry-run) label simulasi untuk id 4741,
4749,"(1/2) Sekitar sebulan pasca bencana #banjir dan #longsor di #Sumatra, kembali mengingatkan kita satu hal penting: #ManusiaButuhAlam #KonservasiIndonesia 57",netral,positif,76,(dry-run) label simulasi untuk id 4749,
4768,"Ya Allah banjir lagi. Hujan deras pada Rabu (24/12/2025) menyebabkan sejumlah sungai & waduk di Bireuen meluap, mengakibatkan puluhan desa di Pandrah, Jeunieb, Peulimbang & Jeumpa tergenang banjir. ___ Merry Christmas Natal --- Aura Kasih Ridwan Kamil 1 3 6 917",negatif,netral,88,(dry-run) label simulasi untuk id 4768,
4774,"Genie longsor, Ya Allah banjir lagi, stay safe semua 1 126",negatif,negatif,63,(dry-run) label simulasi untuk id 4774,
4787,"Membalas @WeatherMonitors Lagi musim ya banjir bawa kayu2 hasil nebang hutan, seolah alam pengen ngasih lihat yang udah dilakuin manusia 1 4 63 4 rb",negatif,negatif,67,(dry-run) label simulasi untuk id 4787,
4799,"Membalas @dxvxxdr Tentu saja pas sampe kost dilanjut nangisnya Emang lah lagi gk enak badan daritadi liat konten banjir sumatera mewek, liat langsung depan mata ya tambah2 2 46",negatif,negatif,75,(dry-run) label simulasi untuk id 4799,
4827,Membalas @Dharma_tc dan @ganjarpranowo Di Sibolga kemarin juga ada banjir susulan.. Berilah saudara2 kami kekuatan & ketabahan ya Tuhan... Smg tdk ada korban jiwa lagi.. 1 2 4 52,negatif,negatif,75,(dry-run) label simulasi untuk id 4827,
4839,"Membalas @zha_Erza Ya Allah, aku gak bisa bayangin butuh berapa lama buat bersih2 setelah kena lumpur kaya gitu.. semoga kamu & sekeluarga sehat selalu, dan semoga tidak ada banjir susulan lagi, aamiin 1 1 25",negatif,positif,90,(dry-run) label simulasi untuk id 4839,
4860,Membalas @pikiran_rakyat Emang bener2 ya ni orang kebelet viral. Dimana ada pusat perhatian orang disitu ada dia. Lu liat noh daerah lu lagi banjir juga. Astagfirullah mo kerja apa mo cari viral si? Cuih 24,negatif,negatif,66,(dry-run) label simulasi untuk id 4860,
4877,"Akun komentar Banjir lagi malam ini Ya Allah Desa Kuning I, Aceh Selatan Dari Volcaholic 36",negatif,negatif,56,(dry-run) label simulasi untuk id 4877,
4894,"dari mananya letak membaik anjirr ini orang makan makin susah semua2nya beli, lagi kena musibah gini masih dipalakin gilaa bgt pemrentah ini, kapan ya dikirim banjir ke rumah pejabat biar ngerasain gimana susahnya hidup rakyat ini 19",negatif,negatif,55,(dry-run) label simulasi untuk id 4894,
4896,"Hai teman teman, yayasan hoshizora @hz_foundation sedang ada penggalangan dana untuk keluarga yang terdampak banjir sumatra termasuk keluarga adik bintang Mungkin bisa bantu sebarkan supaya lebih banyak lagi keluarga yang bisa terbantu dari penggalangan ini ya 1 28 34 7 rb",negatif,negatif,74,(dry-run) label simulasi untuk id 4896,
4912,Presiden @prabowo Sush tahu penyebab banjir bandang di Sumatera namun belum memerinci Yg pasti akan keluar kebijakan2 menuju kebaikan lingkungan sehingga kejadian serupa tak terjadi lagi di manapun ke depannya Ada yg deg deg an gak ya? key dan 9 lainnya 3 8 16 413,netral,negatif,55,(dry-run) label simulasi untuk id 4912,
4919,"YaAllah ada rasa gak berdaya sama korban banjir aceh sumut sumbar, logikanya kalo bantuan masuk, itupun bantuan logistik pasti cuma untuk sekali makan kan ya.. konon lagi gak masuk bantuan sama sekali 32",negatif,negatif,73,(dry-run) label simulasi untuk id 4919,
4920,"ah koncet malah diperkirakan kena banjir ROB lagi babii, banyak x musibah ya akhir tahun ni 66",negatif,negatif,71,(dry-run) label simulasi untuk id 4920,
4921,"Membalas @nangkeq @fgskwws dan @bbhbaekyoong Eh paok, yg ngasi statement mendukung deforestation, menyepelekan bencana banjir Sumatra, bayar buzzer buat framing negatif korban bencana, juga main kampanye2 di tenda pengungsian itu, semua dilakukan sama presiden dukungan 58% ya. Belum lagi statement bawahannya yg tolol itu 1 1 23 550",negatif,negatif,68,(dry-run) label simulasi untuk id 4921,
4930,Membalas @tukangjualmebel dan @1WAKP4RI Bener lagi. Temen banyak yg begini. Asli gedek bgt. Gaada tuh yg update2 masalah banjir ini. Dan rata2 ya pada main tiktok. 3 366,negatif,negatif,66,(dry-run) label simulasi untuk id 4930,
4933,eh jujur bgt WKWKWK gue bnrn lagi lebay bgt beberapa hari ini nangisin korban sumatera yang kena dampak banjir dan yg bikin gue tambah nangis tuh action dr pemerintahnya ga ada... sakit hati bgt bnrn sakit hati sesek bgt sedih knp ya indonesia jdi makin bobrok kayak gini 1 56,negatif,negatif,69,(dry-run) label simulasi untuk id 4933,
4985,"Imbas banjir gede kemarin bikin jaringan pln kacau total di beberapa titik. Ada tower tumbang, fondasi rusak, akses jalan ketutup. Tapi petugas tetap gercep turun jd mohon pengertiannya ya, prosesnya lagi dikejar biar cepet nyala 49",negatif,negatif,58,(dry-run) label simulasi untuk id 4985,
4996,"Akun parodi temen-temen semua yg di sumatra, aceh, dan semua wilayah yg terkena banjir stay safe semuanya. semoga segala musibah ini lekas segera membaik lagi ya temen-temen 3 22 1 rb",positif,negatif,96,(dry-run) label simulasi untuk id 4996,
5001,Membalas @Jumianto_RK Itu Cuma Survey kan ! BANJIR BANDANG DI SUMATRA URUS YG BENER ! Ratusan Orang MATI Gegara ! Pemerintah ! 18,negatif,negatif,63,(dry-run) label simulasi untuk id 5001,
5060,"DPR Bentuk Panja Alih Fungsi Lahan Usut Penyebab Banjir Sumatra idntimes.com DPR Bentuk Panja Alih Fungsi Lahan Usut Penyebab Banjir Sumatra Komisi IV DPR RI memutuskan untuk membentuk Panitia Kerja Alih Fungsi Lahan guna menindaklanjuti banjir bandang di Sumatra yang mengepung Aceh, Sumatra Utara dan Sumatra Barat. 131",netral,netral,68,(dry-run) label simulasi untuk id 5060,
5067,"Membalas @wiyokooo Walau gempa besar ini udah diperingatkan oleh BMKG sebelumnya, bencana ini emang gak bisa dihindari jadi mereka berani muncul. Beda sama banjir Sumatra karena penyebab utamanya kerusakan alam yang disebabkan oleh para pejabat dan kroninya yang sekarang masih aktif- 1 1 52 12 rb",negatif,negatif,78,(dry-run) label simulasi untuk id 5067,
5075,Kapolri Akan Bongkar Sumber Kayu Gelondongan Penyebab Banjir Sumatra cnbcindonesia.com Kapolri Akan Bongkar Sumber Kayu Gelondongan Penyebab Banjir Sumatra Kapolri Listyo Sigit Prabowo akan usut sumber kayu gelondongan penyebab banjir dan longsor di Sumatra. Pelaku akan dihukum! 1 361,netral,netral,58,(dry-run) label simulasi untuk id 5075,
5084,"Toba Pulp Lestari (TPL) membantah tuduhan sebagai penyebab banjir dahsyat di Sumatra yang menewaskan 604 orang. Begini penjelasan manajemen radarlawu.jawapos.com Kontroversi Memuncak: TPL Hadapi Tuduhan Deforestasi dan Banjir Besar, Begini Jawabannya! - Radar... Toba Pulp Lestari (TPL) membantah tuduhan sebagai penyebab banjir dahsyat di Sumatra yang menewaskan 604 orang. Begini penjelasan manajemen 60",netral,netral,72,(dry-run) label simulasi untuk id 5084,
5094,"TOTAL KORBAN: 500 Orang Meninggal Akibat Bencana Banjir Sumatra > 500 org meninggal dan ratusan terluka akibat banjir besar yg dipicu hujan siklon di Indonesia. Ribuan warga di Sumatra terisolasi dan kekurangan suplai penting. Penyebab utama: Siklon Tropis Senyar, Tampilkan lebih banyak 4 212 288 65 rb",negatif,netral,95,(dry-run) label simulasi untuk id 5094,
5125,"Membalas @Mongvns @beyipuffs dan @tanyarlfes Tujuan gue ngomong bukan bela mereka karna gapernah berasa dampak pemerintah disini, cuma kalian terlalu fokus salahin mereka, kalp mau nuntut tuh minta bantuan buat kita di sumatra yg jelas dari dulu rawan gempa longsor banjir bandang, tsunami bukan salah salahan 2 109",negatif,negatif,61,(dry-run) label simulasi untuk id 5125,
5127,"Membalas @cama_latte Bercanda juga tahu tempat dan situasi. Malah pada ngeramein dan ngebercandain banjir dengan dalih beda tempat lah, ini bukan sumatra lah. Kalian ga tahu apa yg bakal terjadi dan apa dampak pada orang2 setempat, tolong mulutnya dijaga. 1 59",negatif,negatif,68,(dry-run) label simulasi untuk id 5127,
5128,"update infografis (Jum'at, 5 Desember 2025 Pukul 03.17 WIB) Berkaitan dengan Dampak Bencana Banjir yang melanda Provinsi Aceh, Sumatra Utara dan Sumatra Barat. Terhitung ada 51 Kabupaten/kota yang terdampak 28",netral,negatif,66,(dry-run) label simulasi untuk id 5128,
5139,Dampak Banjir Sumatra bagi Mahasiswa Papua 1 32,netral,netral,56,(dry-run) label simulasi untuk id 5139,
5147,"Membalas @GrowWinID Bencana banjir dan longsor besar di Sumatra diduga kuat dipicu oleh kerusakan hutan dan aktivitas pembalakan liar di hulu sungai. Banyak pihak melaporkan bahwa penebangan liar memperparah dampak banjir, menyebabkan ribuan kayu gelondongan hanyut terbawa arus deras. 1 41",negatif,positif,62,(dry-run) label simulasi untuk id 5147,
5150,ga kebayang perasaan temen² aku yg keluarganya terkena dampak banjir sumatra :((( 26,negatif,negatif,59,(dry-run) label simulasi untuk id 5150,
5184,"Situasi di Tanjung Pura, Kabupaten Langkat, Sumatera Utara, terekam dalam video yang menunjukkan dampak bencana hidrometeorologi yang tengah melanda sejumlah wilayah di Sumatra. Genangan banjir setinggi hampir selutut orang dewasa merendam kawasan tersebut dan menyebabkan akses Tampilkan lebih banyak 3 13 1 rb",netral,netral,56,(dry-run) label simulasi untuk id 5184,
5190,"Membalas @miyuwmiyaw dan @egaalice Tolong bantu up sampai pemerintah pusat turun tangan untuk mengevakuasi korban bencana banjir sumatra. Jangan sumber daya alam kami saja yang dikeruk, menikmati fasilitasnya, tapi dampak dari ini semua, warga yang menanggung akibatnya #PrayForSumatera 88",negatif,positif,81,(dry-run) label simulasi untuk id 5190,
5195,"Stop penebangan hutan dengan dalih kalian buka lahan,sekarang Sumatra banjir di mana-mana salah satu dampak hutannya tak lagi seperti dulu. 179",negatif,negatif,58,(dry-run) label simulasi untuk id 5195,
5204,"Miniatur banjir bandang di Sumatera, semoga Allah mengganti setiap luka dan kehilangan menjadi kekuatan dan digantikan yang lebih baik Semoga lekas membaik #prayforsumatera #miniature #diorama #AI 1 4 586",negatif,negatif,56,(dry-run) label simulasi untuk id 5204,
5210,Lanud Adi Soemarmo Salurkan Bantuan Untuk Korban Bencana Alam Di Sumatera #PrayForSumatera 2 81,negatif,negatif,62,(dry-run) label simulasi untuk id 5210,
5215,"Kepada yang amat terhormat Presiden RI bpk. @prabowo , apakah sekiranya etis bapak seorang kepala negara yang sedang terjadi bencana hebat di negaranya justru meninggalkan negaranya untuk kunker ke Pakistan? #SumateraPrioritasNasional #PrayForSumatera 1 1 78",negatif,negatif,71,(dry-run) label simulasi untuk id 5215,
5224,"Bencana Sumatra itu kayak saat warga Wall Maria pertama lihat Colossal. Tapi yang lebih ngeri bukan yang muncul di depan mata, melainkan sejarah panjang perusakan dan kerakusan di balik itu. #PrayForSumatera 48",negatif,negatif,59,(dry-run) label simulasi untuk id 5224,
5225,"Update banjir & longsor Sumatera setakat 7.00 malam: 940 korban meninggal, 276 hilang. Operasi SAR masih berlanjut di Aceh, Sumut & Sumbar. #BanjirSumatera #PrayForSumatera Update 7 Desember Korban Bencana Sumatra: 940 Meninggal, 276 Hilang Dari cnnindonesia.com 66",negatif,positif,65,(dry-run) label simulasi untuk id 5225,
5281,"Pemerintah terus memperkuat mitigasi dan mempercepat pemulihan di seluruh daerah terdampak bencana. Evakuasi, logistik, dan perbaikan infrastruktur bergerak sejak hari pertama #PrayForSumatera #SumateraKuat #PelukJauhSumatera #DukaSumateraDukaKita 1 3 32",negatif,negatif,61,(dry-run) label simulasi untuk id 5281,
5284,Kok bisa @RajaJuliAntoni @kemenhut_ri @GakkumKLHK @ListyoSigitP @indo_pol @psi_id #PrayForSumatera @prabowo @Gerindra @DPR_RI @puanmaharani_ri @KemenLHK @Haniffaisol_N #IndonesiaGelap #TolakUUTNI #SupremasiSipil #MariBangunKesadaran #TolakOkupasiTanahRakyat #Desember2025 25,negatif,negatif,78,(dry-run) label simulasi untuk id 5284,
5286,Percaya Ama @ZUL_Hasan Ama kyk percaya Dajjal masuk surga wkwkk #PrayForSumatera Relawan 12.12 Blibli AKUUU MADDYYY Amanda Zahra Senin BPN Update Cilok Filipina. 1 2 296,positif,negatif,77,(dry-run) label simulasi untuk id 5286,
5288,Membalas @ARYAAZABASE Tiap kali buka x lalu baca berita tuh rasanya nyess bgt ya allah... #PrayForSumatera #AllEyesOnSumatera #BENCANANASIONAL #NATIONALDISASTER 28,negatif,negatif,77,(dry-run) label simulasi untuk id 5288,
5300,"Indonesia berduka bersama Sumatra. Doa dan bantuan terus mengalir, semoga Bapak Prabowo juga hadir membantu. Sumatra butuh kita. #PrayForSumatera #kitapeduli 41",negatif,netral,75,(dry-run) label simulasi untuk id 5300,
5302,"Membalas @__AnakKolong Ujung² prpyek pengadaan, cuan pun mengalir dgn deras. Mngatasnamakan Rakyat dgn dalil bencana, adlh tindkan MUSANG berbulu domba #PrayForSumatera 1 38",negatif,negatif,67,(dry-run) label simulasi untuk id 5302,
5310,Membalas @__AnakKolong @KemensetnegRI dan 2 lainnya Teknologi canggih manusianya gagap se gagap gagapnya. Balapan gugup se gugup gugupnya. #PrayForSumatera 1 152,negatif,negatif,57,(dry-run) label simulasi untuk id 5310,
5329,Beda sekali ini kader @PKSejahtera satu ini yg juga Istri Gubernur Sumbar. #PrayForSumatera 148,netral,netral,79,(dry-run) label simulasi untuk id 5329,
5351,TERHARU! Pak Prabowo mencoba makanan di dapur umum Bireun untuk korban bencana #BENCANANASIONAL #prabowo #PrayForSumatera #prayforaceh #bireun 3 60,negatif,negatif,67,(dry-run) label simulasi untuk id 5351,
5362,Korban-korban MD di dalam mobil-mobil #prayforaceh #PrayForSumatera 3 38 74 3 rb,negatif,negatif,60,(dry-run) label simulasi untuk id 5362,
5371,Membalas @ommi_siregar Astaghfirullahaladziim … #PrayForSumatera #StopDeforestation 23,netral,netral,72,(dry-run) label simulasi untuk id 5371,
5394,"Surabaya, 07/12/25. #PrayForSumatera #AllEyesOnSumatera #arekgerak #LMI #Moedaberkelana #kawanhealing 1 21 56 3 rb",netral,netral,63,(dry-run) label simulasi untuk id 5394,
5411,guys yang open donasi buat Sumatera tapi berupa pakaian itu yang paling tepercaya dimana ya? #PrayForSumatera 119,netral,netral,64,(dry-run) label simulasi untuk id 5411,
5412,Membalas @_bangagoengDuA dan @prabowo Jancok #OrdeOmonOmon #PrayForSumatera 1 23,negatif,netral,66,(dry-run) label simulasi untuk id 5412,
5431,Membalas @indepenSumatera Kami MATI Kelaparan #PrayforSUMATERA Kami MATI Kelaparan #PrayforSUMATERA Dari linkedin.com 2 6 2 rb,negatif,positif,94,(dry-run) label simulasi untuk id 5431,
5443,"gambaran laknatnya israel urusan tutup jalur bantuan kemanusiaan buat palestina, ada di negara kita sekarang ini. #PrayForSumatera #PrayForIndonesia 29",positif,positif,65,(dry-run) label simulasi untuk id 5443,
5444,Dari Depok-Sleman siap meluncur ke Sumatera. @PKSejahtera @pksdiy @PKSSleman_DIY #pkspeduli #pksdekat #PrayForSumatera 1 1 38,positif,positif,77,(dry-run) label simulasi untuk id 5444,
5452,"10 tahun dipimpin yang katanya ""sarjana kehutanan UGM"", semua mata tidak melihat ijazahnya tapi melihat 3 provinsi kehilangan hutan dan nyawa. . . Minggu Sumatra Aceh banjir prabowo jokowi anies #PrayForSumatera #prayforsibolga #PrayForTapanuli #indonesia kita bisa 59",negatif,positif,90,(dry-run) label simulasi untuk id 5452,
5455,Membalas @aqr_community Sumatera sedang berjuang. Jangan berpaling #PrayForSumatera #PrayForAceh #BENCANANASIONAL #NATIONALDISASTER 37,positif,positif,58,(dry-run) label simulasi untuk id 5455,
5490,"""Musibah Kali ini Seperti Tsunami Jilid 2"" sambil meneteskan Airmata seperti itulah ungkapan Gubernur Aceh. Reportase tim posko 3 Ma'had At-Tashfiyah Kuala Simpang. Oleh : Abu Atha Lokasi : Aceh Tamiang #PrayForSumatera #prayforaceh #BENCANANASIONAL 2 10 433",negatif,negatif,72,(dry-run) label simulasi untuk id 5490,
5511,ACEH TAMIANG MASIH BUTUH KITA Aktivasi RSUD Aceh Tamiang adalah tujuan utama untuk akses vital kesehatan. #Acehtamiang #prayforsumatera 2 6 591,netral,negatif,99,(dry-run) label simulasi untuk id 5511,
5531,"Katanya ""bukan bencana nasional"", tapi pejabrut pusat nasional dari pucuk sampe bawah mulai datang untuk mencitrakan diri... Dasar somplak! Rakyat bantu rakyat #PrayForSumatera 22",negatif,positif,71,(dry-run) label simulasi untuk id 5531,
5534,SEMOGA KEADAAN KEMBALI PULIH #PrayForSumatera 2 36,positif,positif,79,(dry-run) label simulasi untuk id 5534,
5536,"Tim Relawan LAZISKU Distribusikan Bantuan Menyusuri Sungai Wampu Menuju Desa Tapak Kuda yang Terisolir - Ini Kebumen #lazisku #sungaiwampu #PrayForSumatera #desatapakkuda inikebumen.com Tim Relawan LAZISKU Distribusikan Bantuan Menyusuri Sungai Wampu Menuju Desa Tapak Kuda yang... Tim Relawan LAZISKU mendistribusikan bantuan dengan menyusuri Sungai Wampu menuju Desa Tapak Kuda, Tanjung Pura, Langkat, yang Terisolir. 1 44",positif,positif,78,(dry-run) label simulasi untuk id 5536,
5552,Turut mendoakan untuk teman-teman yang berada di Sumatera dan terdampak bencana banjir. Semoga keadaan lekas pulih.. #PrayForSumatera #BENCANANASIONAL #NATIONALDISASTER 160,positif,positif,68,(dry-run) label simulasi untuk id 5552,
5556,"Keadaan terkini banjir di Sumatera (sekitar jam 4:00 petang): Banyak wilayah di Sumatera — terutama Aceh, Sumatera Utara dan Sumatera Barat — masih dilanda banjir bandang dan tanah longsor. # #PrayForSumatera cnnindonesia.com Kondisi Terkini Daerah Terdampak Bencana Sumatra Ribuan orang terdampak bencana banjir bandang dan tanah longsor melanda tiga provinsi di Pulau Sumatra. Berikut update terbaru kondisi bencana tersebut. 77",netral,netral,62,(dry-run) label simulasi untuk id 5556,
5560,"Siklon Tropis Senyar #PrayForSumatera, #BanjirSumatera, #BanjirAceh Apa sih siklon tropis senyar , yang menyebabkan hujan deras di daerah Sumatera ? Siklon senyar adalah pusaran angin kuat di laut yang memicu : Hujan deras Angin kencang Gelombang tinggi Efeknya Tampilkan lebih banyak 56",netral,netral,70,(dry-run) label simulasi untuk id 5560,
5562,"Peduli Lindungi Sumatera Yuk bantu saudara kita di Sumatera! Bencana datang tanpa diduga, tapi kebaikan kita bisa datang kapan saja. Sisihkan sedikit rezeki untuk korban bencana Sumatera Dana, Pakaian, Dll Donasi akan disalurkan melalui Yayasan Asar Humanity #PrayForSumatera 2 6 505",negatif,negatif,70,(dry-run) label simulasi untuk id 5562,
5567,"Innalillahi wa inna ilaihi raji’un.⁠ ⁠ Kami turut berduka yang sedalam-dalamnya atas musibah banjir bandang yang terjadi di Aceh dan Sumatera.⁠ Semoga Allah memberikan kekuatan, kesabaran, dan perlindungan kepada semua saudara kita yang sedang diuji.⁠ ⁠ #PrayForAcehSumatera 1 40",negatif,negatif,56,(dry-run) label simulasi untuk id 5567,
5583,Membalas @P3gEl Lemparkan ke mata orang yang ngomong kalau bencana banjir bandang di Aceh itu cuma biasa saja... 2 12 308,negatif,negatif,73,(dry-run) label simulasi untuk id 5583,
5588,"Humanis,,relawan yang tergabung dalam Jaringan pendukung Anies Baswedan ukut salurkan bantuan pada korban banjir Aceh dan Sumatera 3 4 440",negatif,negatif,67,(dry-run) label simulasi untuk id 5588,
5606,"Anies Mendongeng untuk Anak Korban Banjir di Aceh, Tenda Pengungsian Pecah gelora.co Anies Mendongeng untuk Anak Korban Banjir di Aceh, Tenda Pengungsian Pecah GELORA.CO - Mantan Gubernur DKI Jakarta sekaligus eks Calon Presiden Anies Baswedan mendongeng di tenda pengungsian anak korban banjir Aceh... 3 12 1 rb",negatif,negatif,57,(dry-run) label simulasi untuk id 5606,
5608,"Membalas @lalaayeyeyee dan @ridwanadit Fakta menunjukkan MBG tidak memakai dana penanggulangan bencana, tetapi lebih dahulu hadir membawa makanan bagi korban banjir di Aceh sebagai kerja nyata yang nyata manfaatnya #LanjutkanMBG 28",negatif,positif,88,(dry-run) label simulasi untuk id 5608,
5628,Detik-Detik Banjir Bandang Aceh Tengah: Arus Deras Seret Tumpukan Kayu Raksasa! #BanjirBandang #AcehTengah #Takengon #BenerMeriah 1 37,netral,negatif,63,(dry-run) label simulasi untuk id 5628,
5632,"Melihat video Najwa dan Mualem, sesak dan sedihnya berasa sekali Ya Allah, kuatkanlah aceh dan seluruh warga indonesia yg terdampak dr banjir atau bencana lainya 85",positif,netral,97,(dry-run) label simulasi untuk id 5632,
5640,"Pemulihan pasca banjir dan longsor di Aceh, Sumut, dan Sumbar terus dipercepat. Pemerintah terus bergerak mendistribusikan logistik, mendirikan shelter, serta mengoperasikan dapur umum di wilayah terdampak banjir. Simak selengkapnya di video berikut. 21 9 36 1 rb",positif,positif,57,(dry-run) label simulasi untuk id 5640,
5643,Terimakasih Kepada Seluruh Masyarakat Abdya terkhusus nya Bupati Abdya yang telah menyalurkan Bantuan untuk Korban Banjir di Kabupaten Aceh Timur 35,negatif,negatif,70,(dry-run) label simulasi untuk id 5643,
5651,"Visualisasi malam di Aceh tampak keliatan dari satelit VIIRS-nya NASA. Banyak wilayah gelap gulita akibat listrik mati. Tapi presidennya masih aja sempat percaya, banjir di Sumatera gak separah seperti aslinya. 7 341 567 22 rb",negatif,negatif,67,(dry-run) label simulasi untuk id 5651,
5667,"BRIMOB ACEH GELAR DAPUR LAPANGAN, BANTU MASYARAKAT TERDAMPAK BANJIR 1 14",netral,positif,88,(dry-run) label simulasi untuk id 5667,
5670,"gw abis liat tiktok, scroll, menemukan konten yg bahas banjir di aceh n sumatra. n yap, buzzer + warga"" tolol itu masih aja ngebelain pemerintah. like? anjayyy, gobloknya uda sampe ke nadi"" anjir 34",negatif,negatif,68,(dry-run) label simulasi untuk id 5670,
5681,"Menteri Dalam Negeri Tito Karnavian akhirnya mengambil langkah tegas soal polemik Bupati Aceh Selatan Mirwan MS yang kedapatan umrah di tengah warganya dilanda banjir. Mirwan resmi dinonaktifkan sementara selama tiga bulan karena pergi ke luar negeri tanpa izin. Tito menegaskan, Tampilkan lebih banyak 87",negatif,negatif,59,(dry-run) label simulasi untuk id 5681,
5690,"Kegagalan empat BUMN strategis @pln_123 , @MyPertaminaID , @TelkomIndonesia , dan @Telkomsel dalam memulihkan layanan di Banda Aceh setelah 14 hari pasca-banjir adalah bukti nyata ketidaksiapan infrastruktur kritis nasional. 1 113",negatif,negatif,71,(dry-run) label simulasi untuk id 5690,
